"Id_day";"Id_hour";"BE";"DE";"FR";"vect_b";"Name"
1;1;0;-1;0;4400;"FB1"
1;1;-0,494018763678054;-0,664897355241773;-0,556472263654807;1708,28430492624;"FB2"
1;1;0,290683386075585;0,800771796404202;0,521659439936327;2554,27776597037;"FB3"
1;1;-0,013694126564246;-0,371794916774119;-0,926629459188287;1293,87717597376;"FB4"
1;1;0,7461345849761;0,343819480397667;0,566807346302538;2436,59107289872;"FB5"
1;1;-0,620936386493876;-0,316078144733548;-0,711919697469704;1355,10126214388;"FB6"
1;1;-1;0;0;4500;"FB7"
1;1;0;0;1;4001;"FB8"
1;1;-0,440361658437872;-0,372243524745429;-0,812481310506751;1263,53351530296;"FB9"
1;1;-0,232602282067252;-0,375896521679679;-0,894590877173709;1301,6405399318;"FB10"
1;1;-0,0106979782173781;0,846094275267751;0,528432235101807;2972,09657118079;"FB11"
1;1;0,621756874966873;-0,321100193899964;-0,708920402519927;3443,28687586415;"FB12"
1;1;-0,848445858882265;-0,31234045160239;-0,424468715900022;2393,25797326691;"FB13"
1;1;0,1226799731494;0,89735248076822;0,415812302185094;3490,118433166;"FB14"
1;1;-0,106087282880466;-0,759766962601738;-0,638893585776901;2774,07661928337;"FB15"
1;1;0,451842690175166;0,688101373235144;0,564112694348578;2426,18429912803;"FB16"
1;1;-0,487275501241053;0,383351733742424;0,766189617410188;5625,12571489889;"FB17"
1;1;0,607680924410553;-0,547541413552574;0,570701416900739;6028,38962696641;"FB18"
1;1;-0,648045540648724;0,0046140105947087;-0,756550495090218;2778,78820019406;"FB19"
1;1;0;0;-1;3440,13359219183;"FB20"
1;1;0,551654548685857;-0,173441554450434;0,805800763866556;5199,82308133747;"FB21"
1;1;-0,662201924374828;-0,491778259022554;-0,558753700458736;1754,85910835477;"FB22"
1;1;-0,219149062438163;-0,674917214644476;-0,700804462661553;2149,13956257289;"FB23"
1;1;0,214170069442899;-0,341146819820084;-0,912820251927522;2235,90460530386;"FB24"
1;1;0,389553022717449;-0,344554119805978;-0,852494831018015;2792,7712436677;"FB25"
1;1;-0,664491418187429;0,28141584666362;-0,685587669334305;4065,4612301338;"FB26"
1;1;-0,844948866270397;0,271475638503809;0,44186761807166;5829,97995627127;"FB27"
1;1;0,943664267575703;0,120997943843597;0,28603807061397;3704,74200604682;"FB28"
1;1;0,878015237632425;0,170507354003377;0,442928014160457;3464,33409835344;"FB29"
1;1;0,829667267020096;-0,275323838590017;-0,470443595014771;3824,14542739565;"FB30"
1;1;-0,774029282171199;-0,313700705595604;-0,548541034747888;1693,98000486766;"FB31"
1;1;0;1;0;5514,45126345696;"FB32"
1;1;-0,533115046238266;-0,59199774893678;-0,601716297718264;1652,60658032419;"FB33"
1;1;-0,329593653177808;-0,878569668688815;-0,333879117403696;3203,15006704848;"FB34"
1;1;-0,0244501726520984;-0,90860610006178;-0,400682146376967;3720,52433756994;"FB35"
1;1;-0,303644911188705;0,0782921794708315;-0,946860369950077;3758,70163012354;"FB36"
1;2;0;-1;0;4400;"FB1"
1;2;-0,494018763678054;-0,664897355241773;-0,556472263654807;1445,77736748503;"FB2"
1;2;0,290683386075585;0,800771796404202;0,521659439936327;2714,12878813932;"FB3"
1;2;-0,013694126564246;-0,371794916774119;-0,926629459188287;1784,62556946161;"FB4"
1;2;0,7461345849761;0,343819480397667;0,566807346302538;2193,80532108646;"FB5"
1;2;-0,620936386493876;-0,316078144733548;-0,711919697469704;1610,52062363323;"FB6"
1;2;-1;0;0;4500;"FB7"
1;2;0;0;1;4001;"FB8"
1;2;-0,440361658437872;-0,372243524745429;-0,812481310506751;1313,16364860886;"FB9"
1;2;-0,232602282067252;-0,375896521679679;-0,894590877173709;1349,63510118389;"FB10"
1;2;-0,0106979782173781;0,846094275267751;0,528432235101807;2886,54806843846;"FB11"
1;2;0,621756874966873;-0,321100193899964;-0,708920402519927;3495,74640242478;"FB12"
1;2;-0,848445858882265;-0,31234045160239;-0,424468715900022;2576,17465194653;"FB13"
1;2;0,1226799731494;0,89735248076822;0,415812302185094;3588,53974474081;"FB14"
1;2;-0,106087282880466;-0,759766962601738;-0,638893585776901;2897,06378880795;"FB15"
1;2;0,451842690175166;0,688101373235144;0,564112694348578;2530,7288165248;"FB16"
1;2;-0,487275501241053;0,383351733742424;0,766189617410188;5586,36506161949;"FB17"
1;2;0,607680924410553;-0,547541413552574;0,570701416900739;5864,38516125294;"FB18"
1;2;-0,648045540648724;0,0046140105947087;-0,756550495090218;2887,39392294116;"FB19"
1;2;0;0;-1;3881,71503797276;"FB20"
1;2;0,551654548685857;-0,173441554450434;0,805800763866556;5050,93934008232;"FB21"
1;2;-0,662201924374828;-0,491778259022554;-0,558753700458736;1708,16387335813;"FB22"
1;2;-0,219149062438163;-0,674917214644476;-0,700804462661553;2181,2596949707;"FB23"
1;2;0,214170069442899;-0,341146819820084;-0,912820251927522;2691,97652360699;"FB24"
1;2;0,389553022717449;-0,344554119805978;-0,852494831018015;3282,59391224356;"FB25"
1;2;-0,664491418187429;0,28141584666362;-0,685587669334305;4207,18042218574;"FB26"
1;2;-0,844948866270397;0,271475638503809;0,44186761807166;5802,53108315642;"FB27"
1;2;0,943664267575703;0,120997943843597;0,28603807061397;3329,04643925262;"FB28"
1;2;0,878015237632425;0,170507354003377;0,442928014160457;3081,32248507551;"FB29"
1;2;0,829667267020096;-0,275323838590017;-0,470443595014771;3630,43991372479;"FB30"
1;2;-0,774029282171199;-0,313700705595604;-0,548541034747888;1851,96696019349;"FB31"
1;2;0;1;0;5730,18015634047;"FB32"
1;2;-0,533115046238266;-0,59199774893678;-0,601716297718264;1509,63019158143;"FB33"
1;2;-0,329593653177808;-0,878569668688815;-0,333879117403696;3028,01376280852;"FB34"
1;2;-0,0244501726520984;-0,90860610006178;-0,400682146376967;3840,73957961311;"FB35"
