Id_day;Period;BE;DE;FR;NL;RAM_0
4;21;-0.08627;-0.2717;-0.16766;-0.4278;788.7896
4;21;-0.05277;0.19488;0.08534;0.23281;1006.7164
4;21;-0.04275;-0.24915;-0.38777;-0.14774;1200.9632
4;21;-7.00E-04;-0.01172;-0.00564;0.20871;795.8102
4;21;0;-1;0;0;4400
4;21;-0.06756;-0.08379;-0.19538;0;326.9789
4;21;0;0;-1;0;3406
4;21;0.00869;0.27399;0.1813;0.01255;1170.3589
4;21;-0.00216;-0.02378;-0.01478;0.08349;357.729
4;21;-0.05961;-0.08442;-0.19707;0;326.8005
4;21;-0.0593;-0.08502;-0.19698;0;326.6136
4;21;-0.05994;-0.08537;-0.19674;0;326.5027
4;21;-0.06513;0.00193;-0.0098;0.04859;387.1193
4;22;0.00869;0.27399;0.18156;0.01545;1190.4863
4;22;0.01299;0.12448;0.06773;0.41999;1225.9145
4;22;-7.00E-04;-0.01172;-0.00565;0.22274;943.6013
4;22;-0.05277;0.19488;0.08564;0.2331;1022.6264
4;22;-0.00216;-0.02381;-0.01482;0.08702;446.6611
4;22;0;0;-1;0;3286
4;22;-0.06513;0.00193;-0.00975;0.04786;378.3378
4;22;0;-1;0;0;4400
4;22;0.0393;0.22028;0.33373;0.13236;1333.2415
4;22;-0.04275;-0.24916;-0.38776;-0.14873;1235.257
4;22;-0.08627;-0.27169;-0.16785;-0.42578;792.1886
4;22;0;0;1;0;4714
4;22;-1;0;0;0;4500
4;22;-0.0226;0.04505;0.06164;0.01784;369.9971
4;22;0.01274;-0.1399;0.086;-0.09244;891.503
4;22;0.00415;0.07652;0.03619;-0.14204;861.9713
4;22;-0.20791;-0.23028;-0.34177;-0.14633;336.9299
4;23;-0.01299;-0.12448;-0.06763;-0.42366;1486.1855
4;23;0.07429;-0.15857;-0.08753;-0.17982;1132.6646
4;23;0;0;1;0;4484
4;23;-0.08627;-0.27169;-0.1676;-0.4278;1058.7921
4;23;0.03716;-0.19595;-0.08487;-0.27005;1174.1192
4;23;-1;0;0;0;4500
4;23;-0.04304;-0.08231;-0.20154;0;327.4993
4;23;-0.0226;0.04505;0.06165;0.01762;365.063
4;23;0.01139;0.126;0.06646;-0.02929;629.1824
4;23;0.00869;0.27399;0.1812;0.01255;1101.3599
4;23;-0.04275;-0.24916;-0.38783;-0.14774;1050.9607
4;23;-7.00E-04;-0.01172;-0.00564;0.20871;791.8102
4;23;-0.09289;-0.07891;-0.19082;0;327.4461
4;23;-0.06513;0.00193;-0.0098;0.04859;282.1193
4;23;-0.04099;-0.08321;-0.20178;0;327.2227
4;23;-0.06285;-0.07923;-0.19773;0;327.416
4;23;0.00415;0.07652;0.03613;-0.13688;917.4239
4;23;0.01274;-0.1399;0.0858;-0.09181;1009.316
4;23;-0.11749;-0.09192;-0.1817;0;327.3218
4;23;-0.04441;-0.08907;-0.19946;0;327.3829
4;23;-0.05277;0.19488;0.08527;0.23281;1113.7171
4;23;0;-1;0;0;4400
4;23;-0.03734;-0.08676;-0.20171;0;327.1215
4;23;0;0;-1;0;3516
4;23;-0.04166;-0.0883;-0.2003;0;326.63
4;23;-0.06198;-0.09048;-0.195;0;326.9012
4;24;-0.06126;-0.0769;-0.19583;0;323.1193
4;24;-0.0226;0.04483;0.06155;0.01804;386.8698
4;24;-0.03746;-0.0814;-0.2002;0;322.768
4;24;-0.03189;-0.0853;-0.20048;0;322.5618
4;24;0.03716;-0.19636;-0.0856;-0.26936;1230.7924
4;24;0.00773;0.17905;0.09629;-0.07352;1049.5986
4;24;-0.05277;0.19525;0.086;0.23341;1058.6445
4;24;0;0;1;0;4171
4;24;-1;0;0;0;4500
4;24;-0.06513;0.00203;-0.00971;0.04715;270.5814
4;24;-0.03983;-0.08793;-0.19795;0;322.7212
4;24;-0.04275;-0.24906;-0.38737;-0.14968;998.5691
4;24;-0.09623;-0.07639;-0.18782;0;323.1973
4;24;0;-1;0;0;4400
4;24;-0.01299;-0.12513;-0.06789;-0.41658;1496.8626
4;24;0.00415;0.07758;0.03631;-0.14641;838.6097
4;24;-0.08627;-0.27208;-0.16818;-0.42384;1104.489
4;24;0.01299;0.12513;0.06789;0.41658;1277.1374
4;24;0;0;-1;0;3829
4;24;0.07429;-0.15883;-0.08791;-0.18038;1176.7558
4;24;-0.03956;-0.08042;-0.19997;0;323.0695
4;24;-0.06031;-0.08933;-0.19281;0;323.2358
4;24;-0.12224;-0.09074;-0.17803;0;322.6509
4;24;0.00869;0.27315;0.18188;0.01814;1089.4157
4;24;0.01274;-0.1345;0.08463;-0.09305;1104.3737
5;1;0.0207;0.00308;0.01104;0.11571;246.7941
5;1;0.16473;0.23838;0.1764;0;538.0036
5;1;-0.29311;0.00705;-0.11994;0.06355;1310.7049
5;1;0.14129;0.23004;0.17177;0;537.8831
5;1;-0.07606;0.02234;-0.03566;0.30671;818.7363
5;1;0.26642;-0.00734;0.10718;-0.07564;1125.5378
5;1;0.27546;0.03687;0.12161;0.28631;901.6582
5;1;0.29209;-0.00484;0.0765;-0.04039;1116.5421
5;1;0.18187;0.2399;0.19379;0;537.8601
5;1;-1;0;0;0;4500
5;1;0.05557;0.00383;-0.1036;0.07283;731.3843
5;1;0.13949;0.20186;0.14938;0;455.5434
5;1;-0.10234;-0.00372;0.01483;-0.02983;440.0756
5;1;-0.16358;0.00787;-0.08323;0.12672;851.7225
5;1;0.13926;0.22573;0.18235;0;537.6911
5;1;0.17211;0.23337;0.20119;0;537.6555
5;1;-0.0449;0.02633;-0.0185;-0.06087;303.3203
5;1;0.12568;0.19931;0.1394;0;455.5922
5;1;0.16808;-0.00803;0.0829;-0.12481;1002.2585
5;1;0.05319;-0.00343;0.02726;0.14087;328.2501
5;1;0.18146;0.03847;0.20429;0.0635;732.0915
5;1;-0.10247;-0.00254;-0.00318;-0.01742;440.1552
5;1;0.19722;0.04792;0.25293;0.0689;929.7401
5;1;0;-1;0;0;4400
5;1;0;0;-1;0;5767
5;1;0.15712;0.22736;0.20032;0;537.544
5;1;0;0;1;0;5601
5;1;0.10234;0.00372;-0.01483;0.02983;424.9244
5;2;0.29209;-0.00484;0.07712;-0.04036;1114.5356
5;2;0.10234;0.00372;-0.0146;0.03037;412.9167
5;2;0.13919;0.22377;0.15687;0;513.9067
5;2;0.05557;0.00383;-0.10507;0.0745;877.3823
5;2;0.19722;0.04792;0.25236;0.07017;1022.7331
5;2;0.13353;0.21935;0.16312;0;513.7558
5;2;0;1;0;0;7000
5;2;0.26642;-0.00734;0.1082;-0.07655;1097.5367
5;2;-0.29311;0.00705;-0.1211;0.06366;1351.7154
5;2;0.05319;-0.00343;0.0275;0.13829;322.2735
5;2;0;0;-1;0;6189
5;2;0.27546;0.03687;0.12297;0.29362;793.5715
5;2;-0.07606;0.02234;-0.03603;0.32901;882.517
5;2;0.18146;0.03847;0.20385;0.06468;841.0841
5;2;0.1603;0.22208;0.18918;0;513.5498
5;2;-1;0;0;0;4500
5;2;0;0;1;0;5601
5;2;0.16808;-0.00803;0.08382;-0.12865;946.2877
5;2;0.1533;0.22698;0.16521;0;513.8875
5;2;0.16994;0.22845;0.1821;0;513.748
5;2;-0.0449;0.02633;-0.01869;-0.06374;340.3509
5;2;0.14609;0.21631;0.18859;0;514.4403
5;2;0.12878;0.21473;0.17116;0;513.583
5;2;-0.16358;0.00787;-0.08419;0.13071;948.6922
5;2;0.02064;0.00313;0.01111;0.10822;230.8693
5;2;-0.10234;-0.00372;0.0146;-0.03037;452.0833
5;2;0;-1;0;0;4400
5;3;0;0;-1;0;5337
5;3;0.29209;-0.00484;0.07719;-0.04039;1094.5352
5;3;0;0;1;0;5601
5;3;-0.07606;0.02234;-0.03608;0.31986;846.609
5;3;0.0873;0.12855;0.09142;0;288.6568
5;3;0.16623;0.22476;0.19565;0;518.5387
5;3;0.19722;0.04792;0.25255;0.06981;917.7348
5;3;-1;0;0;0;4500
5;3;0.12551;0.21535;0.17212;0;518.5858
5;3;0.26642;-0.00734;0.10832;-0.07631;1061.5331
5;3;0;-1;0;0;4400
5;3;0.09932;0.12962;0.1036;0;288.5564
5;3;0.0207;0.00308;0.01114;0.11004;234.8498
5;3;0.16808;-0.00803;0.08391;-0.12754;933.2757
5;3;0.07689;0.12627;0.08501;0;288.6753
5;3;0.18146;0.03847;0.20405;0.06435;751.0854
5;3;0.29312;-0.00705;0.12123;-0.06366;1152.2833
5;3;0.1476;0.21734;0.19439;0;519.4029
5;3;-0.16358;0.00787;-0.08427;0.12955;986.7046
5;3;-0.29312;0.00705;-0.12123;0.06366;1408.7167
5;3;0.27546;0.03687;0.12309;0.29161;692.5904
5;3;0;1;0;0;7000
5;3;0.10234;0.00372;-0.01461;0.03022;430.9183
5;3;-0.10234;-0.00372;0.01461;-0.03022;436.0817
5;4;0.08657;0.12816;0.08789;0;285.6843
5;4;0.18146;0.03847;0.20463;0.06561;790.067
5;4;0.0207;0.00308;0.01112;0.10869;231.8635
5;4;0;-1;0;0;4400
5;4;0.26642;-0.00734;0.1082;-0.07578;1076.529
5;4;-1;0;0;0;4500
5;4;0.10176;0.12952;0.10325;0;285.5579
5;4;0.11671;0.21075;0.16799;0;513.5351
5;4;0.14401;0.2132;0.1956;0;514.308
5;4;0.16808;-0.00803;0.08371;-0.13406;989.3429
5;4;-0.07606;0.02234;-0.03601;0.28619;834.945
5;4;0.10234;0.00372;-0.01473;0.03058;432.9159
5;4;0.27546;0.03687;0.12282;0.29415;656.5677
5;4;0.19722;0.04792;0.25308;0.07121;957.7155
5;4;-0.29312;0.00705;-0.12108;0.06119;1407.7399
5;4;0.29312;-0.00705;0.12108;-0.06119;1152.2601
5;4;0;0;1;0;5601
5;4;-0.10234;-0.00372;0.01473;-0.03058;434.0841
5;4;0.07371;0.12527;0.08019;0;285.7035
5;4;0;0;-1;0;4801
5;4;0.16755;0.22239;0.19772;0;514.4706
5;4;-0.16358;0.00787;-0.08404;0.13643;937.6335
5;4;-0.18439;0.00862;-0.08803;0.14389;1019.6138
5;4;0.29209;-0.00484;0.07708;-0.03851;1099.5175
5;5;0.18146;0.03847;0.20449;0.06475;780.077
5;5;-0.18439;0.00862;-0.08793;0.14082;987.6435
5;5;0.02064;0.00313;0.01109;0.11377;242.814
5;5;0;0;-1;0;4801
5;5;0.13979;0.23345;0.15083;0;531.1607
5;5;-0.16358;0.00787;-0.08394;0.13347;904.6621
5;5;0.19234;0.24137;0.19417;0;530.8857
5;5;0.12358;0.21849;0.17577;0;530.6121
5;5;0.26642;-0.00734;0.10809;-0.07516;1096.5239
5;5;0;-1;0;0;4400
5;5;-0.10234;-0.00372;0.01473;-0.0302;448.0803
5;5;0.10234;0.00372;-0.01473;0.0302;418.9197
5;5;-0.07606;0.02234;-0.03596;0.27516;751.0548
5;5;0.27546;0.03687;0.1227;0.28892;625.6212
5;5;0.29209;-0.00484;0.077;-0.03857;1108.5189
5;5;0.16407;0.23883;0.1656;0;531.1206
5;5;0.19722;0.04792;0.25291;0.07029;949.7264
5;5;0.29312;-0.00705;0.12095;-0.06116;1176.2611
5;5;-0.29312;0.00705;-0.12095;0.06116;1384.7389
5;5;0;0;1;0;5601
5;5;0.16808;-0.00803;0.08361;-0.13121;1013.3154
5;5;0.17666;0.23063;0.20687;0;530.5439
5;5;0.15185;0.22103;0.20434;0;531.3772
5;5;-1;0;0;0;4500
5;6;-0.16358;0.00787;-0.08397;0.13;890.6971
5;6;0.27546;0.03687;0.12271;0.28247;785.6856
5;6;0.11168;0.13987;0.11388;0;308.6586
5;6;-1;0;0;0;4500
5;6;0.19722;0.04792;0.25223;0.06918;962.7443
5;6;0.12521;0.20446;0.1336;0;463.7532
5;6;0.18146;0.03847;0.20371;0.06372;792.0951
5;6;0.0764;0.12816;0.10434;0;308.5198
5;6;0.05319;-0.00343;0.02745;0.13995;343.2574
5;6;0.1462;0.20816;0.14926;0;463.6706
5;6;0;0;1;0;5601
5;6;-0.10234;-0.00372;0.01463;-0.02973;472.0766
5;6;-0.07606;0.02234;-0.03594;0.26495;748.1567
5;6;0.16401;0.23352;0.21463;0;556.5241
5;6;0.18719;0.24249;0.217;0;556.6798
5;6;0;0;-1;0;4801
5;6;0.0207;0.00308;0.01111;0.12179;259.7326
5;6;0.10234;0.00372;-0.01463;0.02973;393.9234
5;6;-0.18439;0.00862;-0.08793;0.1372;988.6797
5;6;0.26642;-0.00734;0.10799;-0.07434;1087.5167
5;6;-0.29312;0.00705;-0.12086;0.06103;1373.7393
5;6;0;-1;0;0;4400
5;6;0.16808;-0.00803;0.08362;-0.12785;988.2817
5;6;0.29209;-0.00484;0.07697;-0.03857;1086.5192
5;7;0.0207;0.00308;0.01106;0.12224;260.7286
5;7;0;0;1;0;5601
5;7;0.18146;0.03847;0.20448;0.06403;739.0843
5;7;0.19118;0.24915;0.203;0;557.953
5;7;0;0;-1;0;4922
5;7;-0.16358;0.00787;-0.08354;0.13143;703.6785
5;7;0.29209;-0.00484;0.07673;-0.03827;990.5186
5;7;-0.07606;0.02234;-0.03579;0.26794;735.1253
5;7;0.05557;0.00383;-0.10411;0.07377;662.38
5;7;0.1484;0.23496;0.19144;0;557.7848
5;7;0.10234;0.00372;-0.01479;0.02983;366.924
5;7;0;-1;0;0;4400
5;7;0.26642;-0.00734;0.10749;-0.07433;1033.5216
5;7;0.19722;0.04792;0.25313;0.06952;921.7319
5;7;0.05319;-0.00343;0.02733;0.13859;323.2722
5;7;-0.10234;-0.00372;0.01479;-0.02983;497.076
5;7;-1;0;0;0;4500
5;7;0.16629;0.23659;0.20943;0;557.6375
5;7;0.14954;0.24618;0.15858;0;558.3378
5;7;0.18155;0.24267;0.21046;0;557.7488
5;8;0.18168;0.25501;0.20617;0;584.0385
5;8;-0.02116;-0.00651;-0.00546;-0.03102;71.2346
5;8;-0.04629;0.03557;-0.01927;-0.04995;398.4036
5;8;0.05655;0.00565;-0.10246;0.07346;630.403
5;8;-0.03112;-0.00687;-0.0089;-0.05665;129.5181
5;8;-0.09166;-0.06595;-0.04003;0;289.0813
5;8;0.18478;0.25528;0.20932;0;584.0124
5;8;0;0;-1;0;4801
5;8;0.17839;0.25458;0.20324;0;584.0592
5;8;-0.07843;0.02525;-0.03719;0.25355;708.3414
5;8;-0.0269;-0.12567;-0.04246;0;316.9112
5;8;-0.13004;-0.10838;-0.10838;0;288.9162
5;8;0.20798;0.08854;0.20197;0.14682;568.2829
5;8;-0.04082;-0.12515;-0.04082;0;316.9052
5;8;-0.07362;-0.07397;-0.03221;0;288.8427
5;8;0.10296;0.00448;-0.01444;0.02984;382.9356
5;8;-0.05579;-0.13862;-0.1031;0;317.2586
5;8;0.183;0.25411;0.21061;0;583.9761
5;8;-0.02187;-0.00632;-0.00583;-0.03523;80.2842
5;8;0.2646;-0.00981;0.10504;-0.07507;936.5041
5;8;-1;0;0;0;4500
5;8;-0.09527;-0.11994;-0.08994;0;288.5006
5;8;0.19612;0.04744;0.25083;0.06776;1095.7629
5;8;-0.10296;-0.00448;0.01444;-0.02984;479.0644
5;8;-0.03107;-0.00304;-0.00997;-0.06833;163.7222
5;8;-0.09807;-0.12055;-0.12842;0;272.8732
5;8;0;0;1;0;5601
5;8;-0.14725;-0.14725;-0.14725;0;316.5275
5;8;-0.10666;-0.14784;-0.14784;0;316.5216
5;8;0.29086;-0.00659;0.07493;-0.03946;902.5135
5;8;-0.09164;-0.06596;-0.04002;0;289.081
5;8;-0.10325;-0.14739;-0.1456;0;316.5082
5;8;-0.10788;-0.11854;-0.12867;0;272.9159
5;8;-0.02116;-0.00652;-0.00546;-0.03102;71.2344
5;8;-0.11633;-0.10372;-0.11633;0;246.0889
5;8;-0.16283;0.00993;-0.08233;0.12904;727.7315
5;8;0.03039;-0.00286;-0.01168;-0.02578;215.3174
5;8;-0.09171;-0.06597;-0.04008;0;289.0814
5;9;-0.07609;-0.07568;-0.03354;0;295.8218
5;9;-0.02116;-0.00651;-0.00539;-0.03118;72.2355
5;9;0.02247;-0.00903;0.01115;0.10008;245.7071
5;9;-0.02473;-0.00189;-0.00789;-0.05363;129.5774
5;9;0.24721;-0.00863;0.09303;-0.05855;831.4826
5;9;-0.10562;-0.14997;-0.1475;0;323.4756
5;9;-0.02116;-0.00651;-0.00539;-0.03118;72.2355
5;9;0.10296;0.00448;-0.01451;0.02939;387.9408
5;9;-0.11879;-0.09187;-0.11104;0;252.273
5;9;-0.1014;-0.12422;-0.13153;0;279.8309
5;9;-0.03519;-0.11448;-0.03377;0;296.0481
5;9;-0.1499;-0.1499;-0.1499;0;322.501
5;9;-0.05687;-0.14129;-0.10535;0;323.2277
5;9;0.18533;0.2589;0.21232;0;594.0548
5;9;0;0;1;0;5601
5;9;0.03039;-0.00286;-0.01142;-0.02411;202.2981
5;9;-0.16283;0.00993;-0.082;0.12249;659.7937
5;9;-0.0955;-0.13034;-0.13034;0;279.6966
5;9;-0.11013;-0.1176;-0.13276;0;279.9756
5;9;0.05654;0.00565;-0.10181;0.07139;570.4172
5;9;0.18419;0.25814;0.21318;0;594.031
5;9;-0.11271;-0.09016;-0.09016;0;252.0984
5;9;0.19613;0.04745;0.25059;0.0663;1037.7801
5;9;0.18633;0.259;0.21332;0;594.0468
5;9;-0.03112;-0.00687;-0.00881;-0.05724;131.5231
5;9;-0.10296;-0.00448;0.01451;-0.02939;473.0592
5;9;-0.11013;-0.11762;-0.13276;0;279.9752
5;9;-0.07844;0.02525;-0.03705;0.27564;756.1191
5;9;-0.01903;-0.0056;-0.00507;-0.03092;70.2479
5;9;0.26461;-0.00981;0.1048;-0.07517;920.5075
5;9;0.18588;0.25896;0.21286;0;594.0506
5;9;-0.03885;-0.12693;-0.03885;0;322.8499
5;9;-0.09419;-0.06759;-0.04133;0;296.0615
5;9;0.18566;0.25865;0.21351;0;594.0379
5;9;0.18607;0.25882;0.21351;0;594.0413
5;9;-0.11963;-0.10407;-0.11963;0;252.1149
5;9;0;0;-1;0;4801
5;9;-1;0;0;0;4500
5;9;-0.03003;-0.1286;-0.046;0;322.888
5;9;-0.04629;0.03557;-0.01918;-0.05054;357.4086
5;9;-0.09415;-0.06758;-0.04129;0;296.0613
5;9;0.29086;-0.00659;0.07471;-0.04088;877.5299
5;10;-0.12836;-0.11066;-0.12836;0;270.0704
5;10;-0.02116;-0.00653;-0.00541;-0.03137;72.2372
5;10;0.03039;-0.00286;-0.01144;-0.02465;164.3037
5;10;-0.03107;-0.00305;-0.00991;-0.0687;164.7251
5;10;-0.09026;-0.06616;-0.03998;0;286.0766
5;10;0.24721;-0.00859;0.09309;-0.05876;814.4849
5;10;0.10296;0.00447;-0.01452;0.0297;380.9376
5;10;-0.1277;-0.10068;-0.10068;0;285.9932
5;10;-0.10554;-0.11222;-0.12844;0;270.04
5;10;-0.09413;-0.11886;-0.08898;0;285.5126
5;10;-0.09023;-0.06617;-0.03996;0;286.0762
5;10;-0.10296;-0.00447;0.01452;-0.0297;480.0624
5;10;-0.07257;-0.0741;-0.03239;0;285.8419
5;10;-0.11065;-0.14575;-0.14575;0;312.5425
5;10;-1;0;0;0;4500
5;10;0.26461;-0.00977;0.10487;-0.07572;907.5131
5;10;0.05654;0.00562;-0.1019;0.07238;570.4076
5;10;-0.1328;-0.1328;-0.1328;0;285.672
5;10;-0.11462;-0.08458;-0.10587;0;243.3671
5;10;-0.03592;-0.1123;-0.03558;0;286.1098
5;10;-0.03113;-0.00689;-0.00884;-0.05707;130.5213
5;10;-0.11961;-0.13006;-0.11961;0;285.5949
5;10;-0.16283;0.0099;-0.08206;0.12484;649.7702
5;10;-0.02473;-0.0019;-0.00791;-0.05323;128.5734
5;10;-0.04629;0.03555;-0.0192;-0.05243;323.4273
5;10;-0.07844;0.02523;-0.03708;0.28637;779.0117
5;10;-0.01903;-0.00562;-0.00509;-0.03096;70.2481
5;10;-0.10031;-0.14438;-0.13897;0;312.5021
5;10;-0.03426;-0.12568;-0.05011;0;312.9875
5;10;0;0;-1;0;4801
5;10;0.19613;0.04755;0.25063;0.06702;1078.7745
5;10;-0.04902;0.02401;-0.02164;-0.22808;614.9774
5;10;-0.05651;-0.13681;-0.10211;0;313.2849
5;10;-0.03607;-0.11272;-0.03607;0;286.1063
5;10;-0.02116;-0.00653;-0.00541;-0.03137;72.2372
5;10;0.29086;-0.00656;0.07476;-0.04089;861.5301
5;10;0;0;1;0;5601
5;11;-0.10462;-0.10773;-0.1294;0;270.1394
5;11;-0.03112;-0.0069;-0.00889;-0.05707;130.5216
5;11;0.29086;-0.00656;0.07485;-0.04088;884.5291
5;11;-0.10266;-0.14692;-0.14397;0;316.5013
5;11;-0.05664;-0.13852;-0.10322;0;317.2618
5;11;0.2472;-0.0086;0.0932;-0.05875;843.4835
5;11;0.2646;-0.00977;0.10499;-0.07571;941.5118
5;11;0.18076;0.0384;0.20212;0.06198;864.127
5;11;-0.10296;-0.00447;0.01454;-0.0297;489.0622
5;11;-0.02116;-0.00653;-0.00545;-0.03137;72.2376
5;11;-0.11787;-0.12972;-0.11787;0;285.5843
5;11;-1;0;0;0;4500
5;11;-0.09042;-0.06627;-0.04019;0;286.0765
5;11;-0.13283;-0.13283;-0.13283;0;285.6717
5;11;-0.02116;-0.00653;-0.00545;-0.03137;72.2376
5;11;-0.04902;0.02401;-0.02168;-0.22808;588.9778
5;11;0.03039;-0.00286;-0.01145;-0.02465;152.3038
5;11;-0.09413;-0.11887;-0.08898;0;285.5124
5;11;-0.10829;-0.14767;-0.14767;0;316.5233
5;11;0.10296;0.00447;-0.01454;0.0297;371.9378
5;11;-0.04629;0.03555;-0.01924;-0.05243;278.4277
5;11;-0.03107;-0.00305;-0.00995;-0.06871;164.7256
5;11;-0.03398;-0.12558;-0.04962;0;312.9846
5;11;0;0;-1;0;4801
5;11;-0.12692;-0.09563;-0.09563;0;286.0437
5;11;-0.11515;-0.07551;-0.10325;0;242.5223
5;11;-0.16283;0.00991;-0.08215;0.12483;621.7714
5;11;-0.12914;-0.10692;-0.12914;0;270.153
5;11;-0.07843;0.02523;-0.03714;0.28637;779.0123
5;11;0.19609;0.04751;0.25102;0.067;1051.77
5;11;-0.10461;-0.10774;-0.1294;0;270.1392
5;11;-0.05593;-0.13678;-0.10193;0;313.2837
5;11;-0.03475;-0.11247;-0.03475;0;286.0981
5;11;-0.07269;-0.0742;-0.03256;0;285.8416
5;11;-0.02148;-0.00623;-0.00567;-0.0347;79.2791
5;11;0;0;1;0;5601
5;11;-0.03424;-0.11121;-0.03323;0;286.1081
5;11;0.05655;0.00562;-0.10201;0.07238;543.4087
5;12;0.2472;-0.00863;0.09316;-0.05875;856.4833
5;12;-0.04902;0.02402;-0.02167;-0.22808;579.9779
5;12;-0.09413;-0.11887;-0.08898;0;285.5124
5;12;-0.28896;-0.11703;-0.21224;0;617.7818
5;12;-0.04629;0.03557;-0.01923;-0.05243;258.428
5;12;-0.03112;-0.00687;-0.00887;-0.05707;130.522
5;12;-0.28743;-0.11311;-0.20535;0;617.7913
5;12;0.03039;-0.00286;-0.01145;-0.02465;149.3038
5;12;-0.10296;-0.00448;0.01452;-0.0297;502.0622
5;12;-0.11776;-0.1297;-0.11776;0;285.5836
5;12;0;0;-1;0;4801
5;12;-0.103;-0.14715;-0.14498;0;316.5068
5;12;-0.2873;-0.1152;-0.20591;0;617.7551
5;12;0.18076;0.03832;0.20201;0.06198;880.1265
5;12;-0.09042;-0.06624;-0.04016;0;286.0768
5;12;-0.03699;-0.11293;-0.03699;0;286.1113
5;12;0.05655;0.00565;-0.10197;0.07238;533.4089
5;12;0.10296;0.00448;-0.01452;0.0297;357.9378
5;12;-0.11543;-0.07043;-0.10176;0;242.609
5;12;-0.02116;-0.00652;-0.00543;-0.03137;72.2376
5;12;-0.28774;-0.11627;-0.20787;0;617.7533
5;12;0.2646;-0.00981;0.10495;-0.07571;955.5114
5;12;-0.03502;-0.12733;-0.05096;0;316.963
5;12;-0.02148;-0.00621;-0.00565;-0.0347;79.2793
5;12;-1;0;0;0;4500
5;12;-0.10487;-0.10897;-0.12914;0;270.112
5;12;0.19609;0.04741;0.25083;0.067;1072.7699
5;12;-0.2866;-0.11178;-0.20198;0;617.7842
5;12;-0.10692;-0.1477;-0.1477;0;316.523
5;12;-0.02116;-0.00651;-0.00543;-0.03137;72.2378
5;12;-0.28613;-0.1111;-0.2001;0;617.779
5;12;-0.12654;-0.09327;-0.09327;0;286.0673
5;12;-0.09038;-0.06623;-0.04012;0;286.0766
5;12;-0.28839;-0.11674;-0.21023;0;617.7675
5;12;-0.03696;-0.11285;-0.0369;0;286.112
5;12;0;0;1;0;5601
5;12;0;-1;0;0;4400
5;12;0.29086;-0.00659;0.07481;-0.04088;891.5289
5;12;-0.12956;-0.10488;-0.12956;0;270.198
5;12;-0.13283;-0.13283;-0.13283;0;285.6717
5;12;-0.07358;-0.07701;-0.03573;0;285.8171
5;12;-0.05503;-0.13849;-0.10295;0;317.2597
5;12;-0.09036;-0.06624;-0.04011;0;286.0763
5;13;-0.04146;-0.1275;-0.04146;0;322.8646
5;13;-0.0311;-0.00689;-0.00886;-0.05698;130.5206
5;13;-0.07706;-0.07826;-0.03653;0;295.8001
5;13;-0.09436;-0.06727;-0.04114;0;296.066
5;13;0.18347;0.25857;0.21163;0;595.0551
5;13;-0.05798;-0.1409;-0.10517;0;322.2337
5;13;0.26457;-0.0098;0.10497;-0.07457;971.5
5;13;0.18686;0.25911;0.21435;0;595.0387
5;13;-0.10525;-0.14955;-0.1471;0;322.48
5;13;0.18437;0.25943;0.21017;0;595.0869
5;13;-0.10297;-0.00448;0.01452;-0.02952;486.0604
5;13;-0.13095;-0.09691;-0.09691;0;296.0309
5;13;-0.1628;0.00993;-0.08213;0.12651;649.7548
5;13;-0.09429;-0.06726;-0.04108;0;296.0656
5;13;0.1807;0.03832;0.20209;0.06191;857.1264
5;13;-0.12007;-0.0773;-0.10711;0;252.5251
5;13;0.18761;0.2596;0.21381;0;595.0539
5;13;-0.03781;-0.12989;-0.05383;0;321.9405
5;13;0.24718;-0.00862;0.09318;-0.05735;881.4693
5;13;-0.02114;-0.00652;-0.00543;-0.03099;71.2338
5;13;-0.09431;-0.06725;-0.04109;0;296.0659
5;13;0.19601;0.04741;0.25085;0.06696;1051.7701
5;13;-0.05816;-0.14133;-0.1055;0;323.2284
5;13;-0.134;-0.1101;-0.134;0;280.138
5;13;-1;0;0;0;4500
5;13;-0.02114;-0.00653;-0.00543;-0.03099;71.2336
5;13;-0.14958;-0.14958;-0.14958;0;321.5042
5;13;0;0;1;0;5601
5;13;-0.03105;-0.00305;-0.00993;-0.06904;164.7287
5;13;-0.02185;-0.00633;-0.0058;-0.0353;80.2844
5;13;-0.03751;-0.11571;-0.0367;0;296.0528
5;13;-0.04134;-0.12711;-0.04134;0;321.8712
5;13;0.18363;0.25807;0.21337;0;595.0277
5;13;-0.10818;-0.10819;-0.13486;0;280.1848
5;13;0.18569;0.25862;0.21433;0;595.0291
5;13;0.05657;0.00564;-0.10199;0.07243;566.4084
5;13;0.10297;0.00448;-0.01452;0.02952;374.9396
5;13;-0.04626;0.03557;-0.01921;-0.04948;280.3983
5;13;0;0;-1;0;4801
5;13;-0.09524;-0.13041;-0.13041;0;279.6959
5;13;0.29084;-0.00658;0.07482;-0.03954;922.5156
5;14;0.18798;0.26124;0.21563;0;599.0685
5;14;-0.13239;-0.09823;-0.09823;0;299.0177
5;14;0;-1;0;0;4400
5;14;-0.10252;-0.12527;-0.13314;0;282.826
5;14;-0.13884;-0.13884;-0.13884;0;298.6116
5;14;0.26458;-0.00981;0.10507;-0.075;923.5031
5;14;-0.1099;-0.11086;-0.13604;0;283.1432
5;14;0.10296;0.00448;-0.01454;0.0293;385.942
5;14;-0.12255;-0.10108;-0.12255;0;256.2039
5;14;0.18858;0.26146;0.21571;0;599.0721
