"Date" "1" "2" "3" "4" "5" "6" "7" "8" "9" "10" "11" "12" "13" "14" "15" "16" "17" "18" "19" "20" "21" "22" "23" "24" "25" "26" "27" "28" "29" "30" "31" "32" "33" "34"
2018-06-29 2 1 3 1 3 3 1 3 1 1 1 1 2 1 1 1 3 1 2 1 2 1 3 1 1 2 1 2 3 2 1 3 3 2
2018-06-30 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-07-01 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-07-02 3 2 3 2 1 3 1 1 2 1 1 1 1 1 3 3 1 3 1 1 2 3 3 1 2 1 2 1 3 2 3 1 1 2
2018-07-03 2 3 1 1 2 3 1 1 1 3 1 1 3 2 3 1 3 1 3 1 2 1 1 2 3 2 1 2 2 2 1 3 1 1
2018-07-04 1 1 3 1 2 1 2 1 2 2 1 2 1 1 1 1 2 1 2 1 2 3 2 2 2 3 2 1 2 2 1 1 3 1
2018-07-05 2 1 1 1 3 1 2 1 1 2 1 1 1 1 2 2 2 1 1 3 1 3 1 3 3 2 1 2 3 1 3 3 2 3
2018-07-06 2 2 2 3 3 2 2 1 2 3 2 2 2 1 3 3 2 2 2 1 2 3 2 1 2 2 2 2 3 1 1 2 1 2
2018-07-07 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-07-08 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-07-09 1 1 3 1 2 1 3 3 1 1 1 1 2 3 3 2 3 3 3 2 1 3 3 1 3 2 2 2 3 1 3 1 2 2
2018-07-10 2 1 3 1 3 2 1 3 2 1 1 3 1 2 2 3 3 2 2 3 3 3 2 1 2 2 1 2 1 3 2 2 1 1
2018-07-11 1 1 2 1 3 2 2 3 1 2 2 2 1 1 3 1 2 2 2 2 1 2 2 1 2 1 2 1 2 2 1 1 1 1
2018-07-12 1 3 3 3 3 1 1 1 1 1 2 3 1 1 1 2 2 2 1 2 1 1 2 1 1 2 2 1 1 1 1 2 1 2
2018-07-13 3 1 3 1 1 1 1 1 1 1 1 1 2 3 1 1 2 3 1 1 2 1 1 1 1 1 1 1 1 2 2 1 2 2
2018-07-14 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-07-15 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-07-16 2 3 1 1 1 3 1 2 3 1 2 3 2 3 3 1 1 1 3 1 3 2 1 1 2 2 3 1 1 1 3 1 1 1
2018-07-17 2 2 2 1 2 1 1 2 1 3 1 2 2 2 2 1 2 1 1 2 2 1 2 3 3 1 2 2 3 1 1 1 1 3
2018-07-18 1 2 2 2 3 1 2 1 2 3 1 2 1 1 1 2 3 1 1 3 3 1 1 2 1 1 1 1 2 1 2 1 2 1
2018-07-19 1 1 1 3 1 3 2 1 2 2 1 2 1 1 3 1 3 1 2 3 1 3 1 1 2 1 1 1 1 2 2 3 2 2
2018-07-20 1 2 3 3 1 1 2 1 2 3 2 3 1 1 2 2 1 1 2 3 1 1 2 2 1 2 3 2 2 3 2 3 1 3
2018-07-21 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-07-22 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-07-23 1 3 3 1 1 1 2 1 1 1 1 3 2 3 1 1 3 1 3 1 3 2 1 3 1 3 3 3 1 2 1 1 2 1
2018-07-24 3 2 1 1 3 3 3 2 1 3 3 1 3 3 2 2 2 3 2 1 3 2 2 3 1 1 1 2 3 2 1 1 2 1
2018-07-25 1 1 1 2 3 2 2 1 2 3 2 2 2 2 2 2 1 3 2 1 2 3 1 3 1 2 1 3 2 1 1 1 2 2
2018-07-26 3 2 1 3 3 2 1 2 2 1 3 2 1 2 3 1 1 1 2 2 2 1 3 3 1 2 1 3 3 1 1 2 2 2
2018-07-27 3 2 3 2 1 2 2 3 1 1 3 2 1 1 3 1 2 2 3 1 1 3 1 3 1 2 3 1 1 2 3 1 2 2
2018-07-28 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-07-29 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-07-30 1 2 1 1 1 2 2 1 1 1 1 1 3 1 1 1 1 2 3 3 3 1 1 1 2 2 3 1 1 2 1 1 3 2
2018-07-31 2 1 2 2 2 2 3 2 2 1 3 1 2 3 1 3 2 3 1 2 3 1 3 1 1 2 3 1 1 1 1 1 1 3
2018-08-01 2 2 1 1 2 1 1 2 3 1 2 1 2 3 1 1 1 3 1 3 3 1 2 1 3 3 3 1 1 3 2 1 3 3
2018-08-02 3 1 1 1 2 2 1 2 1 1 1 1 3 1 1 1 1 1 1 3 1 1 1 1 1 3 1 2 1 1 2 3 3 2
2018-08-03 2 1 2 1 1 1 1 1 1 1 1 2 3 2 1 1 1 3 1 2 1 1 1 2 2 1 1 2 1 3 1 3 3 2
2018-08-04 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-08-05 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-08-06 1 1 1 1 1 1 2 1 1 1 3 2 1 1 2 1 2 1 1 1 1 2 1 1 2 1 2 1 1 1 1 3 1 1
2018-08-07 1 1 1 2 1 2 1 1 1 1 3 3 2 1 2 1 3 1 1 1 1 1 2 1 2 1 1 1 1 1 1 1 1 3
2018-08-08 1 1 1 2 1 2 1 1 1 1 1 1 1 1 2 1 1 2 2 2 1 1 2 3 1 2 1 2 1 2 1 1 1 1
2018-08-09 1 1 2 1 1 3 1 1 1 3 1 1 3 1 1 1 1 2 1 2 1 1 1 2 1 1 1 1 1 1 1 1 1 1
2018-08-10 1 1 1 2 1 1 1 1 1 1 1 2 2 1 1 1 3 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1
2018-08-11 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-08-12 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-08-13 2 2 1 1 2 1 1 1 1 1 1 3 1 2 1 1 1 1 1 1 2 1 1 2 1 1 1 1 1 1 1 2 1 2
2018-08-14 1 1 1 1 1 2 1 1 1 1 2 1 2 2 3 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 2 2
2018-08-15 1 1 1 1 2 2 1 3 2 1 1 1 1 1 1 1 1 1 1 1 1 3 1 2 1 1 1 1 2 1 1 1 1 1
2018-08-16 2 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 1 1 2 1 1 3 1 1 1 2 1 1 1 1 2 1 1 1
2018-08-17 1 1 1 1 1 1 1 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 2 3
2018-08-18 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-08-19 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-08-20 2 1 1 1 2 1 2 1 2 1 1 1 1 1 2 1 3 1 2 1 2 1 1 1 2 1 2 1 1 3 1 1 1 1
2018-08-21 2 2 1 2 1 1 2 1 2 1 1 3 1 1 1 1 2 2 3 1 3 1 1 1 1 1 1 3 2 2 1 1 3 3
2018-08-22 1 2 1 1 1 1 1 3 1 1 2 3 2 3 2 1 2 1 1 2 1 1 1 1 2 3 2 2 1 2 1 1 3 3
2018-08-23 1 1 1 1 1 1 1 3 3 1 2 1 3 3 2 2 2 1 1 1 2 1 2 1 2 1 1 3 1 1 2 2 3 2
2018-08-24 1 1 1 1 1 2 1 3 1 1 1 1 2 1 1 3 2 3 1 1 2 1 1 1 1 2 2 2 1 3 3 1 3 3
2018-08-25 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-08-26 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-08-27 2 1 1 2 1 1 2 2 2 1 3 1 3 1 1 1 1 2 1 3 3 2 1 1 1 3 2 3 1 2 2 1 1 2
2018-08-28 3 1 3 2 2 2 3 2 1 3 1 3 1 2 3 3 1 1 2 1 2 1 2 1 3 1 3 2 2 1 2 3 2 1
2018-08-29 1 2 1 1 3 3 1 3 2 1 2 1 2 2 2 2 3 2 2 1 2 1 2 3 3 1 1 2 3 2 1 3 2 1
2018-08-30 3 3 3 3 2 3 3 1 2 1 3 2 2 1 2 3 1 1 1 2 1 3 3 3 3 1 1 3 2 1 2 1 2 2
2018-08-31 2 3 1 1 2 2 3 1 2 1 2 3 2 2 2 2 2 3 3 2 2 3 3 1 3 3 2 3 1 1 2 3 2 1
2018-09-01 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-09-02 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-09-03 1 2 1 2 2 1 3 2 2 3 2 3 3 3 2 1 2 3 1 3 3 1 3 3 2 2 3 2 1 2 3 1 2 3
2018-09-04 2 2 2 2 2 2 3 2 2 1 2 1 2 3 1 2 2 2 2 3 1 1 1 2 2 2 1 3 1 1 1 2 2 2
2018-09-05 2 2 2 2 1 2 2 1 3 1 1 2 3 2 1 2 1 2 1 3 2 1 1 2 1 2 1 2 1 3 2 1 1 2
2018-09-06 3 2 2 2 3 1 2 2 1 1 2 1 2 2 1 2 2 2 1 2 2 3 2 1 1 3 1 3 3 2 3 2 2 1
2018-09-07 2 2 3 2 3 2 2 2 2 1 3 2 2 3 3 2 2 2 2 2 1 3 1 3 1 1 2 3 2 2 1 3 2 1
2018-09-08 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-09-09 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-09-10 3 3 2 2 2 1 1 3 3 2 1 2 2 2 2 2 2 2 2 2 2 2 3 3 3 2 3 3 1 1 1 1 2 3
2018-09-11 1 2 2 3 3 2 2 1 3 2 1 2 1 3 1 1 2 1 1 2 3 3 1 2 1 3 2 2 3 3 1 1 2 1
2018-09-12 2 2 2 2 2 2 3 1 2 1 1 2 3 2 2 2 2 2 1 3 2 2 2 3 2 2 1 1 1 2 2 3 2 2
2018-09-13 2 2 2 3 1 3 2 2 2 2 3 2 2 3 2 2 3 2 2 2 2 2 3 1 2 2 1 2 2 2 3 2 2 2
2018-09-14 1 2 3 3 2 3 2 2 1 3 1 2 2 2 2 2 2 1 1 3 3 3 2 2 1 2 3 3 2 1 1 2 3 3
2018-09-15 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-09-16 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-09-17 2 2 3 2 1 3 1 1 1 2 2 2 3 1 2 3 2 2 2 2 2 1 3 3 3 2 2 3 2 2 3 2 2 3
2018-09-18 2 1 2 2 3 2 2 1 3 3 1 1 2 1 1 2 3 2 2 2 2 2 1 1 2 3 1 2 2 2 3 1 3 1
2018-09-19 2 2 2 2 3 2 2 3 2 1 1 1 2 3 2 2 2 1 2 2 2 2 2 1 3 2 1 3 3 2 2 2 3 3
2018-09-20 2 3 3 3 3 2 2 1 2 1 1 2 3 3 2 1 2 2 2 2 2 2 3 1 1 1 1 2 2 3 2 1 1 3
2018-09-21 1 2 2 1 2 3 2 1 2 3 2 3 1 3 2 1 1 3 2 1 2 2 2 3 2 2 1 2 1 3 2 2 1 2
2018-09-22 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-09-23 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-09-24 3 2 1 1 3 3 2 2 3 2 1 3 1 2 2 2 3 1 2 3 1 3 2 1 3 2 2 3 1 1 3 1 3 3
2018-09-25 2 2 2 2 2 3 2 2 2 3 2 3 2 1 2 2 2 2 2 2 2 1 2 2 3 2 3 2 3 2 1 2 3 2
2018-09-26 3 3 1 2 1 2 1 2 2 3 2 3 2 3 2 2 2 3 2 2 2 3 3 2 2 3 2 1 2 2 2 2 3 2
2018-09-27 2 2 2 2 2 2 2 2 2 3 2 3 3 2 2 2 2 2 2 2 2 2 2 3 2 1 2 2 2 2 2 2 2 2
2018-09-28 3 1 2 1 1 2 1 3 3 2 3 2 3 1 1 2 2 1 2 2 2 2 2 3 1 1 2 2 3 2 1 2 2 2
2018-09-29 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-09-30 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4 4
2018-10-01 10 10 10 9 10 9 10 10 10 10 10 10 11 10 10 10 9 9 10 10 10 10 10 10 10 10 10 10 10 10 11 9 10 10
2018-10-02 10 9 10 10 10 11 10 10 11 10 10 9 10 10 10 10 10 10 10 10 11 10 10 10 10 10 10 10 10 11 10 11 10 11
2018-10-03 10 10 10 10 10 11 9 11 9 10 10 10 10 10 11 10 10 9 10 9 10 10 10 10 10 11 11 9 10 10 10 10 10 10
2018-10-04 10 9 10 10 11 9 9 10 10 10 9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 11 10 10 10 9 10 9 10
2018-10-05 10 10 10 10 10 10 11 10 10 10 10 10 11 10 10 10 10 10 10 10 9 10 9 10 10 10 9 10 10 9 10 10 10 10
2018-10-06 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
2018-10-07 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
2018-10-08 11 9 10 10 10 10 10 10 10 10 10 10 9 10 10 10 11 10 11 10 10 10 10 10 9 10 10 9 10 9 10 10 9 10
2018-10-09 9 10 10 10 10 10 9 11 9 10 10 10 10 10 10 9 10 10 11 10 9 9 10 10 10 10 11 11 9 10 10 10 9 9
2018-10-10 9 9 9 10 10 9 10 9 9 11 9 10 9 11 10 10 11 9 9 9 11 10 11 10 10 10 10 9 9 10 10 11 10 9
2018-10-11 9 10 11 9 10 10 10 11 10 10 10 10 10 10 10 10 11 10 11 9 11 10 10 10 10 11 10 9 10 9 10 11 10 9
2018-10-12 9 9 10 9 10 10 10 10 10 10 9 10 10 10 10 10 9 10 11 10 9 10 10 10 11 10 10 10 10 10 10 9 10 10
2018-10-13 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
2018-10-14 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
2018-10-15 11 10 9 10 10 10 10 9 10 10 9 10 10 10 10 10 10 10 9 11 10 11 9 11 10 10 10 9 11 10 11 10 10 9
2018-10-16 9 10 10 10 10 9 10 9 10 10 9 9 9 10 9 9 10 9 11 10 11 9 9 10 10 9 10 11 9 9 9 10 11 9
2018-10-17 11 9 10 10 10 10 10 9 10 9 9 9 9 10 11 11 10 9 9 10 11 10 9 10 10 9 11 11 9 11 9 10 9 9
2018-10-18 11 11 10 10 10 10 10 9 10 9 9 9 9 9 11 10 9 9 9 10 9 9 11 10 10 11 11 9 11 9 9 10 9 10
2018-10-19 9 10 9 10 10 10 10 11 10 9 9 9 11 10 10 10 9 9 10 11 9 9 11 9 10 9 11 9 11 11 9 10 10 11
2018-10-20 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
2018-10-21 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
2018-10-22 10 10 9 10 10 10 11 10 10 9 9 11 10 11 10 10 10 10 10 10 9 10 10 10 9 9 11 11 9 9 10 9 11 10
2018-10-23 11 9 10 9 10 11 9 10 11 9 9 9 11 9 10 11 10 10 10 10 11 9 10 10 10 9 10 11 11 11 10 10 11 9
2018-10-24 11 9 10 9 11 11 9 10 9 9 9 9 9 10 10 9 10 11 9 9 11 9 10 10 10 9 9 10 11 9 10 10 9 9
2018-10-25 9 9 10 9 11 10 11 9 11 9 11 9 9 10 10 11 11 11 9 10 11 9 9 10 10 9 9 10 9 11 10 9 11 11
2018-10-26 9 9 9 10 11 10 11 10 9 11 9 9 11 10 10 10 9 9 11 10 9 9 10 9 9 9 9 9 9 9 9 10 9 9
2018-10-27 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
2018-10-28 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12
2018-10-29 11 9 9 9 11 9 9 10 11 9 11 9 10 10 10 9 11 10 11 10 11 9 9 10 10 11 9 11 11 9 9 9 9 11
2018-10-30 9 9 11 9 11 10 9 10 11 9 9 9 11 11 11 9 11 10 11 10 11 9 11 10 10 9 9 10 11 9 9 11 11 10
2018-10-31 9 11 10 9 11 10 9 10 10 9 9 9 10 10 9 9 11 9 11 10 10 9 10 10 10 9 9 10 10 10 11 10 10 10
2018-11-01 7 6 6 7 7 6 5 7 7 5 7 5 7 7 7 6 6 7 6 7 6 6 7 7 5 7 6 5 6 6 5 7 5 5
2018-11-02 6 6 6 6 5 6 7 7 7 5 6 7 7 6 5 7 7 7 7 7 7 5 7 6 7 5 7 5 5 7 6 5 6 7
2018-11-03 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
2018-11-04 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
2018-11-05 7 6 5 5 7 7 6 6 7 5 5 7 7 7 7 5 7 6 6 6 7 5 7 5 5 7 6 6 7 7 7 5 7 7
2018-11-06 7 6 6 5 7 7 7 5 7 7 7 5 7 7 5 5 7 7 7 5 7 7 6 5 7 7 7 5 7 5 7 7 7 7
2018-11-07 6 6 6 7 5 5 7 7 7 7 5 6 6 5 6 7 6 6 7 6 5 6 5 5 6 7 6 6 6 6 7 7 7 5
2018-11-08 6 6 5 7 6 7 6 5 5 7 7 5 7 7 6 5 5 7 7 5 7 6 7 6 6 7 7 6 6 7 7 7 5 5
2018-11-09 7 5 7 7 7 5 6 5 7 7 6 6 6 5 5 7 7 7 5 6 7 7 7 7 5 7 7 6 7 6 5 7 5 5
2018-11-10 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
2018-11-11 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
2018-11-12 7 7 7 5 5 7 6 7 6 5 7 7 5 5 7 7 7 7 7 6 5 5 7 5 7 6 7 6 7 5 7 7 7 6
2018-11-13 5 7 5 5 7 7 6 6 6 7 7 6 5 7 7 6 7 6 5 7 5 7 7 5 7 7 7 5 7 7 7 7 6 7
2018-11-14 6 7 6 5 7 5 6 5 6 7 7 7 7 6 6 6 6 6 5 5 7 7 6 6 5 7 7 5 6 6 5 7 7 5
2018-11-15 5 7 7 6 7 5 7 5 7 7 7 5 5 5 7 7 5 7 6 6 7 7 6 6 7 7 7 6 5 7 7 6 7 6
2018-11-16 7 6 6 7 6 5 7 7 6 7 7 6 7 7 7 7 7 6 7 6 6 7 6 6 6 7 7 7 6 6 6 6 6 5
2018-11-17 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
2018-11-18 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
2018-11-19 7 7 7 7 7 5 7 7 7 6 7 6 6 7 7 7 6 6 7 7 7 6 5 6 7 7 7 5 6 7 7 5 6 5
2018-11-20 7 7 7 6 5 5 6 7 7 6 5 7 7 6 7 5 6 6 7 6 6 7 6 5 5 6 7 5 7 5 6 6 6 6
2018-11-21 6 6 7 7 6 5 5 7 6 6 5 5 6 7 7 6 7 6 7 7 6 7 5 7 7 7 6 5 5 7 7 6 7 5
2018-11-22 5 7 7 6 6 6 6 7 6 6 5 6 7 6 7 5 7 7 7 7 5 7 6 6 6 6 7 5 7 5 7 7 6 5
2018-11-23 7 6 7 6 6 7 7 7 7 5 7 6 5 7 7 7 6 5 5 7 6 7 5 6 5 6 7 6 7 6 7 6 7 6
2018-11-24 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
2018-11-25 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
2018-11-26 7 7 7 5 5 5 6 7 7 6 6 7 6 7 7 7 6 6 7 5 6 5 7 7 5 7 5 5 6 7 7 6 7 6
2018-11-27 7 7 7 7 6 6 6 7 6 6 7 6 7 5 7 7 7 7 5 7 7 7 6 6 5 6 6 5 6 6 6 6 7 6
2018-11-28 6 7 7 7 6 5 5 6 7 6 7 5 6 6 7 7 6 7 7 7 5 5 7 6 7 7 7 5 5 7 7 6 7 7
2018-11-29 6 5 7 7 6 6 7 7 7 7 7 6 6 5 5 7 5 7 5 6 7 7 6 5 6 7 6 7 5 7 6 7 7 7
2018-11-30 7 7 5 5 7 7 6 7 7 5 6 6 5 6 5 6 5 7 5 7 5 6 7 7 7 7 7 7 6 6 7 6 7 5
2018-12-01 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
2018-12-02 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
2018-12-03 7 7 6 6 7 6 7 7 6 7 7 7 5 6 7 6 7 7 5 7 6 7 6 5 7 5 7 6 6 5 7 6 6 7
2018-12-04 6 7 6 7 7 5 6 6 5 6 7 7 7 6 7 5 7 7 5 6 7 6 6 6 7 7 7 7 7 5 7 6 7 7
2018-12-05 7 7 6 7 7 6 5 7 6 6 7 7 7 6 7 6 7 6 7 6 7 7 6 7 7 7 6 7 7 7 7 7 6 7
2018-12-06 5 7 5 7 6 5 7 6 6 5 6 7 7 7 6 7 7 7 5 5 6 7 6 7 7 5 6 5 6 7 7 7 6 7
2018-12-07 6 6 6 7 6 7 7 7 6 7 6 7 7 7 7 7 7 7 7 6 7 6 5 7 5 5 7 6 6 5 5 7 6 7
2018-12-08 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
2018-12-09 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
2018-12-10 7 7 6 5 7 7 5 5 7 5 6 7 7 7 7 7 6 7 5 6 6 7 6 6 7 6 5 7 6 7 7 6 7 7
2018-12-11 7 6 7 7 7 6 6 7 7 7 7 7 6 5 7 5 7 5 7 7 6 7 7 6 7 6 6 7 7 7 6 6 7 7
2018-12-12 6 7 6 7 5 6 7 7 7 7 6 7 5 6 6 7 6 7 7 7 5 6 5 7 7 5 7 5 6 7 6 7 7 7
2018-12-13 5 5 7 7 6 5 7 6 6 7 7 7 7 7 6 7 5 7 7 6 6 7 6 6 7 7 6 6 7 7 7 6 6 6
2018-12-14 6 6 6 6 7 7 6 5 7 7 7 6 6 6 5 6 6 7 7 6 6 6 6 6 7 6 7 7 7 7 6 7 6 7
2018-12-15 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
2018-12-16 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
2018-12-17 6 7 7 7 5 6 6 7 5 7 7 7 6 6 7 7 7 7 7 7 7 6 7 5 6 6 7 7 7 7 6 7 6 5
2018-12-18 5 7 6 5 7 5 6 7 5 7 7 7 7 7 7 7 7 7 5 6 6 5 7 7 6 6 6 6 6 7 6 7 7 5
2018-12-19 7 7 6 5 5 5 7 7 6 7 5 5 7 6 6 5 7 7 7 7 5 7 7 7 6 6 7 5 6 6 5 7 5 6
2018-12-20 7 7 7 7 7 7 7 5 5 7 7 5 7 6 5 7 7 7 6 6 5 5 5 6 5 5 6 6 7 7 6 6 6 5
2018-12-21 7 7 7 7 7 6 6 6 7 7 7 7 6 6 5 5 5 6 7 7 6 7 6 6 6 6 5 7 6 7 6 7 7 7
2018-12-22 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
2018-12-23 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
2018-12-24 6 5 6 7 6 5 7 6 7 5 7 6 6 7 6 7 5 5 5 7 7 6 7 5 7 7 7 6 7 5 6 7 7 7
2018-12-25 6 7 7 5 6 6 7 7 7 6 6 6 6 6 7 7 7 5 7 7 7 5 7 7 7 6 7 5 7 7 5 6 7 5
2018-12-26 7 7 7 5 7 5 6 6 5 5 6 5 7 6 5 6 7 5 6 6 7 7 6 7 6 6 6 7 6 7 5 6 6 7
2018-12-27 7 7 6 7 7 6 6 5 7 6 7 6 5 6 5 7 7 7 7 7 7 7 7 7 6 6 5 7 7 6 7 5 7 7
2018-12-28 5 7 6 5 5 6 5 7 7 6 6 6 5 6 6 7 5 5 6 7 7 7 5 6 7 7 5 6 7 7 5 5 6 6
2018-12-29 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
2018-12-30 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
