"Period" "BE" "DE" "FR" "NL" "RAM_0" "Row" "Num_date"
19 0.00156 -0.05215 -0.01692 0 135.1262 299 20160206
19 0.16786 -0.0057 0.08289 -0.12227 894.2798 303 20160206
19 0.10584 0.00303 -0.01504 0.02934 334.9176 313 20160206
19 0.20515 0.06238 0.26352 0.07062 998.9062 331 20160206
19 0 0 1 0 5701 341 20160206
19 -0.11494 -0.1151 -0.11494 0 247.8474 352 20160206
19 0.25443 -0.00355 0.09481 -0.05689 785.5498 398 20160206
19 -0.10803 -0.10902 -0.10399 0 247.8595 459 20160206
19 -0.09257 -0.1055 -0.08826 0 247.7726 490 20160206
19 -0.00513 -0.05885 -0.03069 0 143.1299 513 20160206
19 -0.03417 0.01107 -0.01039 -0.06164 222.9417 523 20160206
19 -0.11817 -0.14476 -0.14476 0 310.5524 562 20160206
19 0.07758 0.00123 -0.10527 0.0724 681.3533 581 20160206
19 -0.16176 0.00556 -0.08274 0.12385 859.7001 610 20160206
19 -1 0 0 0 4500 612 20160206
19 -0.14424 -0.14438 -0.14438 0 310.5562 624 20160206
19 -0.09322 -0.11059 -0.09322 0 247.7204 626 20160206
19 -0.12029 -0.13724 -0.14631 0 310.7183 651 20160206
19 0.03674 -0.00269 -0.01063 -0.0247 174.2995 653 20160206
19 0.00209 -0.05278 -0.02118 0 135.1562 677 20160206
19 -0.14086 -0.13786 -0.14581 0 310.7009 697 20160206
19 0 -0.05454 -0.02382 0 135.1474 736 20160206
19 0.27119 -0.00417 0.10666 -0.07383 852.5883 739 20160206
19 0 -0.05295 -0.01659 0 135.1069 749 20160206
20 -0.1122 -0.12901 -0.1373 0 291.7928 11 20160206
20 -0.10458 -0.12026 -0.10039 0 280.5987 25 20160206
20 -0.10519 -0.1252 -0.10519 0 280.5479 27 20160206
20 -0.11741 -0.14476 -0.14476 0 310.5524 29 20160206
20 -0.12209 -0.12427 -0.11822 0 280.6968 32 20160206
20 0.27119 -0.00417 0.10588 -0.07409 1012.5987 56 20160206
20 -0.14311 -0.1441 -0.14311 0 310.5491 149 20160206
20 -0.27809 -0.03993 -0.12023 -0.28343 1212.238 157 20160206
20 -0.10863 -0.1429 -0.13582 0 310.5002 174 20160206
20 0.07758 0.00123 -0.10457 0.07503 598.32 182 20160206
20 -0.07613 0.02136 -0.03515 0.22681 647.5106 197 20160206
20 -0.11216 -0.12911 -0.13728 0 291.7906 207 20160206
20 0.03674 -0.00269 -0.01059 -0.02661 238.3182 211 20160206
20 -0.00483 -0.05545 -0.01562 0 142.0472 225 20160206
20 -0.16176 0.00556 -0.08215 0.13156 807.6171 236 20160206
20 -1 0 0 0 4500 275 20160206
20 -0.1186 -0.12744 -0.13752 0 291.8264 290 20160206
20 0.16786 -0.0057 0.08229 -0.12963 978.3594 304 20160206
20 0.00155 -0.05216 -0.01739 0 134.1307 308 20160206
20 -0.13205 -0.1288 -0.13699 0 291.7939 366 20160206
20 -0.04523 0.02843 -0.01805 -0.053 429.2791 423 20160206
20 -0.29868 0.00353 -0.1184 0.06025 1461.6521 434 20160206
20 -0.14373 -0.14437 -0.14437 0 310.5563 453 20160206
20 0 -0.05453 -0.02423 0 134.1517 465 20160206
20 -0.13022 -0.12837 -0.13711 0 291.8037 496 20160206
20 -0.29947 0.00253 -0.07531 0.03781 1422.4256 515 20160206
20 0.10584 0.00303 -0.01497 0.02998 327.9105 524 20160206
20 -0.10445 -0.12024 -0.10027 0 280.5979 544 20160206
20 0 1 0 0 7000 566 20160206
20 -0.00513 -0.05885 -0.03114 0 142.1344 574 20160206
20 0.20515 0.06238 0.26217 0.07259 1082.9 587 20160206
20 0 0 1 0 5701 593 20160206
20 0.2937 -0.00195 0.09234 -0.0421 1042.4586 607 20160206
20 -0.04844 0.02445 -0.02051 -0.22057 641.8998 633 20160206
20 0.00208 -0.05278 -0.02159 0 134.1603 688 20160206
20 0 -0.05296 -0.01706 0 134.1114 692 20160206
20 -0.10584 -0.00303 0.01497 -0.02998 536.0895 747 20160206
21 0 0 1 0 5701 2 20160206
21 0 1 0 0 7000 7 20160206
21 -0.00488 -0.0555 -0.01508 0 143.0408 26 20160206
21 -0.14288 -0.14377 -0.14288 0 309.5534 57 20160206
21 -0.11717 -0.1444 -0.1444 0 309.556 84 20160206
21 -0.1044 -0.12019 -0.10016 0 280.5978 102 20160206
21 -0.13172 -0.12828 -0.13661 0 290.8005 109 20160206
21 -0.14344 -0.14401 -0.14401 0 309.5599 163 20160206
21 0.16786 -0.0057 0.08291 -0.1246 951.3029 170 20160206
21 -0.1119 -0.12868 -0.13688 0 290.7952 175 20160206
21 -0.00518 -0.0589 -0.0306 0 143.128 176 20160206
21 0 -0.05455 -0.02368 0 135.1458 203 20160206
21 -1 0 0 0 4500 271 20160206
21 0.2937 -0.00195 0.09292 -0.0439 1095.4708 279 20160206
21 -0.11186 -0.12878 -0.13686 0 290.793 309 20160206
21 0.00152 -0.05219 -0.01682 0 135.1244 363 20160206
21 0.20515 0.06238 0.2641 0.0716 1089.8906 393 20160206
21 -0.13037 -0.12699 -0.13691 0 290.8293 433 20160206
21 -0.10584 -0.00303 0.01503 -0.0298 522.0871 442 20160206
21 -0.29947 0.00253 -0.07585 0.03959 1370.4132 539 20160206
21 -0.16176 0.00556 -0.08278 0.12623 870.6767 579 20160206
21 -0.29868 0.00353 -0.11918 0.06264 1415.636 600 20160206
21 -0.12203 -0.12421 -0.11811 0 280.6969 645 20160206
21 0.07758 0.00123 -0.10552 0.07363 658.3435 654 20160206
21 0.27119 -0.00417 0.10656 -0.07487 1055.5997 662 20160206
21 -0.10515 -0.12522 -0.10515 0 280.5471 690 20160206
21 -0.10453 -0.1202 -0.10028 0 280.5988 706 20160206
21 0 -0.05298 -0.0165 0 135.1054 730 20160206
21 -0.11744 -0.12425 -0.13771 0 290.8921 731 20160206
21 -0.07613 0.02136 -0.03546 0.26905 738.0913 734 20160206
21 -0.04844 0.02445 -0.02074 -0.22074 595.9038 738 20160206
21 0.00205 -0.05283 -0.02109 0 135.1543 740 20160206
21 -0.03417 0.01107 -0.01043 -0.06148 184.9405 750 20160206
21 0.10584 0.00303 -0.01503 0.0298 341.9129 781 20160206
21 -0.10833 -0.14253 -0.13541 0 309.5035 784 20160206
22 -0.29868 0.00353 -0.11935 0.06258 1353.6383 47 20160206
22 -0.14575 -0.14575 -0.14575 0 313.5425 60 20160206
22 -0.16176 0.00556 -0.08286 0.12583 831.6815 67 20160206
22 0.16816 0.24919 0.18845 0 570.0993 122 20160206
22 0.07758 0.00123 -0.10554 0.07344 642.3456 134 20160206
22 -0.10588 -0.12167 -0.10146 0 284.5812 144 20160206
22 -0.03417 0.01107 -0.01047 -0.06145 204.9406 172 20160206
22 0.2937 -0.00195 0.09307 -0.04385 1150.4688 178 20160206
22 0 1 0 0 7000 213 20160206
22 -0.11873 -0.14614 -0.14614 0 313.5386 224 20160206
22 -0.12382 -0.11922 -0.12382 0 264.8538 229 20160206
22 -0.11756 -0.12106 -0.14051 0 294.9839 270 20160206
22 0.17655 0.2503 0.19584 0 570.0476 293 20160206
22 0.10584 0.00303 -0.01506 0.02973 330.9139 330 20160206
22 -0.10666 -0.12692 -0.10666 0 284.5282 332 20160206
22 0.1723 0.24428 0.2088 0 569.7976 337 20160206
22 0.27119 -0.00417 0.10672 -0.07473 1123.5967 354 20160206
22 -0.13638 -0.12103 -0.14018 0 294.9812 358 20160206
22 0.16241 0.24337 0.19888 0 569.8786 377 20160206
22 0.20515 0.06238 0.26432 0.07146 1106.8898 427 20160206
22 -0.00487 -0.05549 -0.01497 0 143.0399 436 20160206
22 -0.11761 -0.12098 -0.14053 0 294.9857 441 20160206
22 -0.12277 -0.12136 -0.12136 0 264.7864 443 20160206
22 0.00206 -0.05282 -0.02099 0 135.1535 447 20160206
22 0.18048 0.24762 0.2091 0 569.8614 455 20160206
22 0 -0.05297 -0.01638 0 135.1044 475 20160206
22 -0.10584 -0.00303 0.01506 -0.02973 533.0861 501 20160206
22 -1 0 0 0 4500 502 20160206
22 -0.01318 -0.06037 -0.03766 0 143.1692 521 20160206
22 -0.106 -0.12167 -0.10155 0 284.5821 551 20160206
22 0 0 1 0 5701 555 20160206
22 0.15299 0.24427 0.184 0 570.0454 557 20160206
22 -0.00517 -0.05889 -0.03049 0 143.1271 568 20160206
22 -0.11344 -0.13036 -0.13863 0 294.7791 582 20160206
22 -0.29947 0.00253 -0.07593 0.03956 1312.4143 597 20160206
22 0 -0.05455 -0.02359 0 135.1449 668 20160206
22 -0.12374 -0.12573 -0.11962 0 284.6816 682 20160206
22 0.16786 -0.0057 0.08299 -0.12421 1014.2982 686 20160206
22 0.00153 -0.05218 -0.0167 0 135.1234 691 20160206
22 -0.07613 0.02136 -0.03551 0.26351 726.1472 698 20160206
22 0.18575 0.25111 0.20521 0 569.9701 773 20160206
23 -0.1011 -0.1345 -0.12729 0 292.5829 18 20160206
23 -0.07613 0.02136 -0.03571 0.27644 754.0199 31 20160206
23 0.20101 0.08063 0.19914 0.14337 547.1875 36 20160206
23 -0.08217 -0.10753 -0.09039 0 240.7533 51 20160206
23 -0.00522 -0.05894 -0.03039 0 143.1251 75 20160206
23 -0.16176 0.00557 -0.08326 0.12911 795.6529 78 20160206
23 0.17671 0.23958 0.19325 0 541.8591 81 20160206
23 -0.09385 -0.09639 -0.09131 0 216.9853 93 20160206
23 0.07758 0.00123 -0.10573 0.0749 626.3329 100 20160206
23 0 0 1 0 5701 121 20160206
23 0 -0.05612 -0.01723 0 143.0499 145 20160206
23 -0.29947 0.00254 -0.07627 0.03966 1300.4169 184 20160206
23 0.20516 0.06238 0.26446 0.07258 1154.8772 193 20160206
23 0 1 0 0 7000 206 20160206
23 0 -0.05778 -0.02481 0 143.0925 208 20160206
23 -0.12676 -0.12676 -0.12676 0 272.7324 219 20160206
23 -0.11303 -0.11187 -0.11187 0 243.8813 298 20160206
23 0.00202 -0.05286 -0.02089 0 135.1517 301 20160206
23 -0.29868 0.00353 -0.12015 0.06285 1312.6436 322 20160206
23 -0.12803 -0.12061 -0.12803 0 272.8681 367 20160206
23 0.15146 0.2375 0.16715 0 542.0785 373 20160206
23 -0.09717 -0.11294 -0.09378 0 262.679 390 20160206
23 -0.12834 -0.10687 -0.13091 0 273.1717 392 20160206
23 -0.10693 -0.10841 -0.13097 0 273.1415 432 20160206
23 0.00148 -0.05222 -0.01658 0 135.1214 444 20160206
23 -0.08035 -0.09328 -0.07754 0 216.9098 456 20160206
23 -0.1023 -0.12712 -0.12712 0 272.7288 468 20160206
23 -1 0 0 0 4500 485 20160206
23 -0.10584 -0.00303 0.01514 -0.03021 546.0901 563 20160206
23 -0.10696 -0.10833 -0.13098 0 273.1432 569 20160206
23 -0.03417 0.01108 -0.01061 -0.06137 184.9414 570 20160206
23 -0.00492 -0.05554 -0.01485 0 143.0377 613 20160206
23 0.15888 0.2305 0.19809 0 541.6291 614 20160206
23 -0.08968 -0.10729 -0.08968 0 240.751 641 20160206
23 0.10584 0.00303 -0.01514 0.03021 318.9099 646 20160206
23 -0.01473 -0.06104 -0.04048 0 143.184 755 20160206
23 0.12557 0.22946 0.15844 0 542.0048 761 20160206
23 0.16959 0.23488 0.19846 0 541.713 770 20160206
23 0.27119 -0.00418 0.10746 -0.07562 1160.598 774 20160206
23 0.14581 0.2293 0.18496 0 541.7364 778 20160206
23 0.16786 -0.0057 0.08343 -0.12738 1041.3255 787 20160206
24 -0.12891 -0.0988 -0.13017 0 269.3257 14 20160206
24 0.20515 0.06582 0.26397 0.07283 1088.9484 16 20160206
24 -0.00493 -0.05573 -0.01502 0 143.0356 19 20160206
24 0.00149 -0.05241 -0.01677 0 135.1195 58 20160206
24 -0.10584 -0.00326 0.01503 -0.03032 529.0877 59 20160206
24 0.1685 0.23327 0.19776 0 538.6878 61 20160206
24 -0.08754 -0.08608 -0.10747 0 223.3531 96 20160206
24 -0.01492 -0.06142 -0.04151 0 143.1867 156 20160206
24 -0.12478 -0.12478 -0.12478 0 268.7522 159 20160206
24 -0.08757 -0.08602 -0.10748 0 223.3544 189 20160206
24 -0.10552 -0.10376 -0.12954 0 269.2202 221 20160206
24 -0.07613 0.02186 -0.03554 0.28919 794.9007 233 20160206
24 0.17691 0.23882 0.19159 0 538.8605 235 20160206
24 0.14482 0.23638 0.15779 0 539.1497 240 20160206
24 0.14067 0.22675 0.18191 0 538.7159 268 20160206
24 -0.16176 0.00595 -0.08296 0.12982 820.6504 284 20160206
24 0.10756 0.22578 0.14235 0 539.0921 325 20160206
24 -0.09613 -0.11444 -0.09613 0 256.6725 355 20160206
24 0.00203 -0.05305 -0.02108 0 135.1498 359 20160206
24 -0.11894 -0.1174 -0.1174 0 256.826 383 20160206
24 0.10584 0.00326 -0.01503 0.03032 334.9123 440 20160206
24 -0.29947 0.00293 -0.07598 0.03969 1320.4215 463 20160206
24 0.07758 0.0015 -0.10571 0.07522 616.3349 480 20160206
24 0 0 1 0 5701 482 20160206
24 -0.10695 -0.08197 -0.10799 0 223.4405 514 20160206
24 0.16786 -0.00611 0.08308 -0.12808 1007.3278 519 20160206
24 -0.0956 -0.11083 -0.09255 0 256.7089 528 20160206
24 -0.29868 0.00411 -0.11944 0.06292 1348.6474 531 20160206
24 -0.04523 0.02953 -0.01833 -0.05869 330.3608 545 20160206
24 0 -0.05632 -0.01743 0 143.0479 558 20160206
24 -0.11172 -0.11453 -0.10898 0 256.7992 571 20160206
24 -0.1004 -0.12513 -0.12513 0 268.7487 605 20160206
24 0.2937 -0.00234 0.09317 -0.04405 1150.462 628 20160206
24 0 -0.058 -0.02509 0 143.0909 640 20160206
24 -1 0 0 0 4500 699 20160206
24 -0.03417 0.01501 -0.01047 -0.06132 194.0181 742 20160206
24 -0.12765 -0.11089 -0.12765 0 269.0587 746 20160206
24 0.15595 0.22815 0.19729 0 538.5901 766 20160206
24 0.27119 -0.00472 0.1068 -0.07582 1119.5958 771 20160206
1 0.2019 0.08579 0.19769 0.14048 438.3341 2 20160208
1 0.09837 0.00352 -0.01475 0.02859 357.932 4 20160208
1 0 0 -1 0 7060 31 20160208
1 -0.13469 -0.14278 -0.15236 0 323.668 48 20160208
1 -0.13348 -0.13473 -0.13473 0 289.6527 136 20160208
1 0 -1 0 0 4400 154 20160208
1 -0.14661 -0.14654 -0.15136 0 323.5828 161 20160208
1 -0.12581 -0.14441 -0.15217 0 323.6335 212 20160208
1 -0.11102 -0.13506 -0.13506 0 289.6494 279 20160208
1 0.157 -0.00754 0.08241 -0.11533 977.1784 305 20160208
1 0.0215 0.0033 -0.10323 0.06889 699.4094 358 20160208
1 -0.11963 -0.15471 -0.12935 0 347.1993 375 20160208
1 0 0 1 0 5701 394 20160208
1 0.28761 -0.00429 0.07604 -0.04077 1104.5615 395 20160208
1 0 1 0 0 7000 399 20160208
1 -0.07547 0.02241 -0.03559 0.23422 703.4619 426 20160208
1 -0.09742 -0.11189 -0.09208 0 265.683 440 20160208
1 -0.10134 -0.13302 -0.12523 0 289.5919 468 20160208
1 -0.16056 0.00739 -0.08276 0.11687 807.8067 531 20160208
1 -0.09835 -0.11823 -0.09835 0 265.6189 546 20160208
1 -0.09837 -0.00352 0.01475 -0.02859 505.068 580 20160208
1 -0.14608 -0.14774 -0.14608 0 318.506 595 20160208
1 -0.12578 -0.14445 -0.15217 0 323.6327 615 20160208
1 0.26191 -0.0066 0.1064 -0.07376 1145.5416 647 20160208
1 0.033 -0.00391 0.01638 0.12847 296.4733 657 20160208
1 -0.0479 0.02373 -0.02084 -0.24053 771.0883 658 20160208
1 -0.27216 -0.0376 -0.12085 -0.26793 976.1358 670 20160208
1 0.02038 0.00321 0.01098 0.13602 289.5942 721 20160208
1 -0.13683 -0.13878 -0.13071 0 318.5315 737 20160208
1 -1 0 0 0 4500 774 20160208
1 -0.09747 -0.11188 -0.09211 0 265.6835 831 20160208
2 -0.12311 -0.13294 -0.13978 0 297.739 20 20160208
2 -0.10675 -0.12406 -0.10165 0 292.5353 53 20160208
2 -0.11475 -0.13336 -0.13984 0 297.7312 66 20160208
2 -0.29059 0.00622 -0.11885 0.06397 1383.6732 78 20160208
2 -0.10669 -0.12407 -0.10161 0 292.5347 144 20160208
2 0.2019 0.08579 0.19758 0.14198 443.3202 156 20160208
2 -0.12199 -0.1495 -0.1495 0 320.505 188 20160208
2 -0.08955 -0.1083 -0.08955 0 243.7295 217 20160208
2 0 0 -1 0 6636 236 20160208
2 0 -1 0 0 4400 335 20160208
2 -0.07547 0.02241 -0.03551 0.25826 849.2207 343 20160208
2 -0.13214 -0.13519 -0.13214 0 292.6176 367 20160208
2 -0.09094 -0.1191 -0.09907 0 267.6087 368 20160208
2 -0.11472 -0.1334 -0.13983 0 297.7303 407 20160208
2 -0.14642 -0.14914 -0.14914 0 320.5086 462 20160208
2 0.26191 -0.0066 0.10618 -0.07494 1149.5556 511 20160208
2 -1 0 0 0 4500 560 20160208
2 -0.12492 -0.12819 -0.12014 0 292.6376 563 20160208
2 -0.0479 0.02373 -0.02079 -0.22497 697.9322 631 20160208
2 0 0 1 0 5701 655 20160208
2 0 1 0 0 7000 661 20160208
2 0.03281 -0.00379 0.01627 0.12163 280.5452 667 20160208
2 0.09837 0.00352 -0.01477 0.02926 370.9255 685 20160208
2 -0.13389 -0.13513 -0.13913 0 297.6887 691 20160208
2 -0.09837 -0.00352 0.01477 -0.02926 493.0745 696 20160208
2 -0.27216 -0.0376 -0.12059 -0.27712 1039.2251 708 20160208
2 -0.16056 0.00739 -0.08257 0.12176 869.7559 757 20160208
2 -0.09202 -0.12253 -0.11478 0 267.6972 778 20160208
2 0.157 -0.00754 0.08222 -0.12004 946.2274 783 20160208
2 0.0215 0.0033 -0.10294 0.07097 771.3857 803 20160208
2 0.28761 -0.00429 0.0759 -0.04081 1129.5633 859 20160208
3 -0.10725 -0.10962 -0.10293 0 250.8369 5 20160208
3 -0.16056 0.00739 -0.08235 0.12024 862.7689 9 20160208
3 -0.29059 0.00622 -0.11859 0.06388 1351.6715 46 20160208
3 0.17716 0.25302 0.20523 0 583.0081 94 20160208
3 0.033 -0.00391 0.01631 0.12425 286.5162 102 20160208
3 0.26191 -0.0066 0.10595 -0.07456 1193.5541 146 20160208
3 0.18048 0.25407 0.20628 0 583.0186 187 20160208
3 -0.095 -0.12586 -0.11814 0 274.6642 213 20160208
3 0.157 -0.00754 0.08201 -0.11858 982.2149 222 20160208
3 0.0215 0.0033 -0.10262 0.07032 793.389 315 20160208
3 -0.14166 -0.14237 -0.14237 0 306.5763 334 20160208
3 -0.11674 -0.14273 -0.14273 0 306.5727 338 20160208
3 0 0 -1 0 6836 356 20160208
3 0.2019 0.08579 0.19756 0.14151 414.3251 392 20160208
3 0.18286 0.25477 0.2072 0 583.0234 424 20160208
3 0.18596 0.25504 0.21036 0 582.9972 457 20160208
3 -0.07547 0.02241 -0.03542 0.24704 771.332 477 20160208
3 -0.09382 -0.12233 -0.10196 0 274.573 478 20160208
3 0.17798 0.2524 0.20818 0 582.9662 513 20160208
3 -0.0479 0.02373 -0.02073 -0.23005 582.9824 514 20160208
3 0.18419 0.25387 0.21166 0 582.9608 526 20160208
3 0.18139 0.25272 0.21159 0 582.9385 528 20160208
3 -1 0 0 0 4500 613 20160208
3 -0.27216 -0.0376 -0.12029 -0.27422 1124.1931 620 20160208
3 -0.09168 -0.10609 -0.08709 0 250.7491 633 20160208
3 0 -1 0 0 4400 643 20160208
3 -0.12678 -0.13564 -0.14404 0 306.7276 693 20160208
3 -0.10981 -0.12714 -0.10433 0 300.5005 705 20160208
3 -0.09243 -0.11151 -0.09243 0 250.6941 706 20160208
3 0 0 1 0 5701 722 20160208
3 -0.13863 -0.13517 -0.14393 0 306.7359 753 20160208
3 -0.11538 -0.11628 -0.11538 0 250.8282 754 20160208
3 -0.11837 -0.13697 -0.14391 0 306.6997 756 20160208
3 -0.11834 -0.13702 -0.1439 0 306.6986 781 20160208
3 0.09837 0.00352 -0.01481 0.02905 365.928 793 20160208
3 0.28761 -0.00429 0.07575 -0.04079 1176.5646 852 20160208
3 0 1 0 0 7000 870 20160208
3 -0.09837 -0.00352 0.01481 -0.02905 500.072 880 20160208
4 0.17013 0.24227 0.19233 0 553.9221 23 20160208
4 0.17552 0.24274 0.19781 0 553.8767 39 20160208
4 -1 0 0 0 4500 44 20160208
4 -0.16056 0.00739 -0.08254 0.12426 900.7306 51 20160208
4 0 0 1 0 5701 71 20160208
4 0.28761 -0.00429 0.0759 -0.04083 1178.5635 77 20160208
4 0.1659 0.24108 0.19052 0 553.9164 82 20160208
4 -0.29059 0.00622 -0.11905 0.0641 1356.6739 88 20160208
4 -0.09895 -0.10226 -0.09553 0 232.9101 110 20160208
4 0.15907 0.23907 0.1879 0 553.9024 127 20160208
4 -0.07547 0.02241 -0.03551 0.26236 824.1797 157 20160208
4 0.157 -0.00754 0.08223 -0.12246 966.2515 164 20160208
4 0 0 -1 0 5346 172 20160208
4 0.05215 -0.00297 0.02697 0.14129 327.258 249 20160208
4 -0.11688 -0.12599 -0.13389 0 284.8191 262 20160208
4 0.26191 -0.0066 0.10638 -0.07555 1198.5597 272 20160208
4 0 1 0 0 7000 281 20160208
4 -0.09359 -0.11362 -0.09359 0 255.6635 288 20160208
4 -0.08723 -0.11716 -0.10941 0 255.7509 293 20160208
4 -0.18064 0.00811 -0.08648 0.13134 991.7136 314 20160208
4 0.16177 0.23818 0.1941 0 553.8226 330 20160208
4 0.2019 0.08579 0.19731 0.14275 419.3152 340 20160208
4 -0.27216 -0.0376 -0.12071 -0.28184 1171.2735 431 20160208
4 0.09837 0.00352 -0.01483 0.02961 370.9226 533 20160208
4 -0.14103 -0.14264 -0.14103 0 307.5575 534 20160208
4 -0.08452 -0.09896 -0.08083 0 232.8291 555 20160208
4 0.03281 -0.00379 0.01627 0.11842 273.5773 568 20160208
4 0.17239 0.24069 0.20006 0 553.8132 586 20160208
4 -0.08448 -0.09897 -0.08081 0 232.8287 701 20160208
4 -0.12913 -0.12405 -0.13409 0 284.8599 750 20160208
4 -0.14221 -0.14307 -0.14307 0 307.5693 770 20160208
4 0 -1 0 0 4400 808 20160208
4 0.16764 0.23872 0.19997 0 553.7747 823 20160208
4 -0.10915 -0.12788 -0.13363 0 284.7787 830 20160208
4 -0.10919 -0.12784 -0.13364 0 284.7796 838 20160208
4 -0.09837 -0.00352 0.01483 -0.02961 495.0774 875 20160208
4 -0.11656 -0.14345 -0.14345 0 307.5655 878 20160208
5 0.033 -0.00391 0.01636 0.11583 268.5999 18 20160208
5 -0.09905 -0.13437 -0.12503 0 293.5629 91 20160208
5 -0.07547 0.02241 -0.03552 0.27396 762.0638 103 20160208
5 -0.13467 -0.13607 -0.13467 0 293.6253 104 20160208
5 0.26191 -0.0066 0.10641 -0.07615 1233.5654 131 20160208
5 0.157 -0.00754 0.08225 -0.12464 1006.2731 192 20160208
5 -0.09635 -0.11748 -0.09635 0 264.6139 218 20160208
5 0.15868 0.22949 0.1934 0 535.6558 242 20160208
5 0 0 -1 0 5101 246 20160208
5 -0.29059 0.00622 -0.11909 0.06428 1323.6725 256 20160208
5 0.05215 -0.00297 0.02697 0.14029 325.268 318 20160208
5 0.15014 0.2287 0.18483 0 535.7257 351 20160208
5 0.16226 0.23467 0.18215 0 535.8719 398 20160208
5 -0.09577 -0.1131 -0.09206 0 264.6586 416 20160208
5 0 0 1 0 5701 421 20160208
5 -0.18064 0.00811 -0.08651 0.13369 950.6904 423 20160208
5 0.14381 0.22966 0.17377 0 535.8555 460 20160208
5 -0.27216 -0.0376 -0.12074 -0.28633 1210.3187 473 20160208
5 -0.10292 -0.12154 -0.12661 0 269.8353 487 20160208
5 -0.16056 0.00739 -0.08256 0.12651 862.7083 512 20160208
5 0.17019 0.23536 0.19022 0 535.805 529 20160208
5 0 1 0 0 7000 542 20160208
5 -0.11218 -0.11687 -0.10879 0 264.7505 550 20160208
5 -0.09572 -0.11311 -0.09203 0 264.6581 625 20160208
5 -0.10289 -0.12158 -0.12661 0 269.8345 639 20160208
5 0.28761 -0.00429 0.07592 -0.0409 1203.564 673 20160208
5 -0.12321 -0.11537 -0.12755 0 269.9681 682 20160208
5 0.16557 0.23234 0.19352 0 535.7116 712 20160208
5 0.2019 0.08579 0.19738 0.14347 385.3073 731 20160208
5 0 -1 0 0 4400 744 20160208
5 -1 0 0 0 4500 798 20160208
5 -0.12485 -0.12541 -0.12541 0 269.7459 820 20160208
5 0.09837 0.00352 -0.01484 0.02994 369.9194 825 20160208
5 -0.09837 -0.00352 0.01484 -0.02994 495.0806 832 20160208
5 -0.10168 -0.12575 -0.12575 0 269.7425 854 20160208
6 -0.1056 -0.12294 -0.10064 0 289.5476 6 20160208
6 0.17734 0.24976 0.19667 0 568.0285 42 20160208
6 0.157 -0.00754 0.08219 -0.12343 1024.2616 47 20160208
6 0.17032 0.24792 0.19326 0 568.0258 57 20160208
6 -0.29059 0.00622 -0.11893 0.06303 1328.6834 73 20160208
6 0.033 -0.00391 0.01634 0.12096 279.5488 80 20160208
6 -0.07547 0.02241 -0.03549 0.27083 740.0948 105 20160208
6 -0.16056 0.00739 -0.08251 0.12532 824.7197 132 20160208
6 0.26191 -0.0066 0.10626 -0.07493 1225.5547 142 20160208
6 0.17336 0.24415 0.2087 0 567.796 152 20160208
6 -0.12364 -0.12702 -0.11898 0 289.6494 202 20160208
6 0.15781 0.24437 0.18806 0 568.0068 231 20160208
6 -0.13456 -0.13396 -0.13396 0 289.6604 317 20160208
6 -0.18064 0.00811 -0.08644 0.1324 918.7026 378 20160208
6 -0.0451 0.02646 -0.01844 -0.05491 385.2627 329 20160208
6 -0.10565 -0.12292 -0.10067 0 289.5483 344 20160208
6 -1 0 0 0 4500 369 20160208
6 -0.09837 -0.00352 0.01482 -0.02952 507.0766 382 20160208
6 -0.09124 -0.12166 -0.11391 0 265.7059 420 20160208
6 -0.11378 -0.13246 -0.13878 0 295.7386 433 20160208
6 -0.12107 -0.14847 -0.14847 0 318.5153 472 20160208
6 -0.11381 -0.13242 -0.13879 0 295.7395 524 20160208
6 0 0 -1 0 5101 554 20160208
6 0.09837 0.00352 -0.01482 0.02952 357.9234 619 20160208
6 -0.09019 -0.11825 -0.09831 0 265.6181 665 20160208
6 0.28761 -0.00429 0.07588 -0.04007 1186.5561 672 20160208
6 -0.12419 -0.12272 -0.12419 0 266.7875 677 20160208
6 -0.1216 -0.12954 -0.13926 0 295.8018 681 20160208
6 -0.13467 -0.13467 -0.13467 0 289.6533 690 20160208
6 0 1 0 0 6984 697 20160208
6 0.18102 0.24727 0.209 0 567.8554 698 20160208
6 -0.13583 -0.12642 -0.13966 0 295.8682 724 20160208
6 0 0 1 0 5701 726 20160208
6 0.2019 0.08579 0.19739 0.14255 474.3164 761 20160208
6 0 -1 0 0 4400 773 20160208
6 -0.0888 -0.10746 -0.0888 0 241.7388 818 20160208
6 0.16414 0.2433 0.19946 0 567.8714 840 20160208
6 0.1859 0.25051 0.20537 0 567.9565 868 20160208
7 -0.16062 0.00708 -0.08275 0.12263 771.7428 1 20160208
7 0 0 -1 0 5101 62 20160208
7 -0.04793 0.02399 -0.02086 -0.22385 573.9269 97 20160208
7 0.202 0.08517 0.19769 0.14222 550.3043 99 20160208
7 0.03283 -0.00315 0.01629 0.12098 277.5643 115 20160208
7 -0.114 -0.13205 -0.13901 0 295.7491 116 20160208
7 -0.13304 -0.13386 -0.13304 0 288.6532 133 20160208
7 0.1984 0.04894 0.25169 0.06742 1215.7877 147 20160208
7 -0.13466 -0.13127 -0.13881 0 295.7627 148 20160208
7 -0.04514 0.02762 -0.01854 -0.05601 217.2979 150 20160208
7 0 0 1 0 5701 155 20160208
7 -0.10582 -0.12258 -0.10092 0 288.5576 178 20160208
