"Period" "BE" "DE" "FR" "NL" "RAM_0" "Row" "Num_date"
8 -0.02071 0.03918 -0.02425 0.02958 115.24 98 20160922
8 0.23204 0.00139 0.11611 -0.15132 1344.81775 116 20160922
8 -0.18071 0.00596 -0.08218 -0.25249 660.46125 128 20160922
8 0 -1 0 0 4400 156 20160922
8 -0.07445 0.00047 -0.00776 0.04378 327.91725 236 20160922
8 0.03595 0.05179 0.0115 0.07034 100.53625 252 20160922
8 -0.00399 0.05368 -0.01212 0.04998 114.0925 258 20160922
8 0 -0.074 -0.20162 0 310.15 298 20160922
8 -0.02184 0.03945 -0.02284 0.02695 116.3125 364 20160922
8 0.09419 0.03614 0.01736 0.12144 186.8675 368 20160922
8 0.06204 -0.05438 -0.13329 0 276.6405 403 20160922
8 0.34656 0.00242 0.06655 0.00609 1213.90825 412 20160922
8 0 -0.08891 -0.1977 0 309.77725 432 20160922
8 -0.01624 0.04203 -0.02082 0.03346 113.21425 435 20160922
8 0.02307 -0.08073 -0.18131 0 309.98175 464 20160922
8 -0.13929 -0.09482 -0.19458 0 353.6295 503 20160922
8 0.06919 -0.05982 -0.14975 0 309.5045 510 20160922
8 0 0 -1 0 2906 518 20160922
8 -0.33047 -0.00369 -0.10273 0.01185 1141.6115 545 20160922
8 0.10819 0.0369 0.04829 0.10605 183.27125 578 20160922
8 0.06086 -0.05493 -0.13408 0 276.62675 579 20160922
8 0.0622 -0.05397 -0.13326 0 276.65075 603 20160922
8 -0.00287 0.05713 -0.01174 0.05281 120.108 621 20160922
8 -0.13776 -0.09942 -0.19373 0 353.5145 633 20160922
8 -0.03718 0.03805 -0.0289 0.01375 151.6075 637 20160922
8 -0.00399 0.04175 -0.01212 0.04998 108.79425 655 20160922
8 0.11485 0.05839 0.0542 0.12425 126.3535 658 20160922
8 0.32743 0.00309 0.10727 -0.05262 1284.39275 662 20160922
8 -0.02834 0.0399 -0.02765 0.02464 129.3815 671 20160922
8 0.00062 -0.07384 -0.20116 0 310.154 694 20160922
8 0.13351 0.06288 0.15385 0.08454 418.4585 708 20160922
9 0.05111 -0.05667 -0.14103 0 276.58325 3 20160922
9 0 0 1 0 5431 67 20160922
9 -0.00385 0.05367 -0.01201 0.05031 114.084 118 20160922
9 -0.11542 -0.08401 -0.22219 0 380.89975 125 20160922
9 -0.00301 0.05702 -0.01182 0.05286 120.104 144 20160922
9 0.03594 0.05176 0.01151 0.07053 101.53075 173 20160922
9 -0.07445 0.00047 -0.00776 0.04215 310.958 175 20160922
9 0.34656 0.00243 0.06659 0.0043 1175.95325 228 20160922
9 -0.02839 0.03988 -0.02768 0.02478 129.3775 240 20160922
9 -0.04447 -0.09829 -0.21419 0 351.54275 269 20160922
9 -0.02187 0.03941 -0.02285 0.02709 116.308 274 20160922
9 -0.01627 0.04199 -0.02082 0.03361 113.2095 282 20160922
9 0.32742 0.0031 0.10734 -0.05322 1236.408 283 20160922
9 -0.00952 -0.09165 -0.24484 0 380.70875 339 20160922
9 -0.04929 -0.08479 -0.23739 0 380.88025 345 20160922
9 0.23203 0.00138 0.11617 -0.14761 1332.72475 361 20160922
9 0 -0.09364 -0.24654 0 380.659 362 20160922
9 0.10834 0.03682 0.04843 0.10627 187.26375 374 20160922
9 -0.11224 0.00637 -0.05627 0.27502 804.28375 405 20160922
9 0.01008 -0.0828 -0.19078 0 309.93 461 20160922
9 -0.0232 0.02842 -0.02233 0.01789 97.26325 469 20160922
9 0 -1 0 0 4409 496 20160922
9 0 -0.09793 -0.22464 0 351.55175 508 20160922
9 0 0 -1 0 2569 523 20160922
9 0.24261 -0.00387 -0.18378 0.11674 627.98475 538 20160922
9 0.0817 0.04132 0.02804 0.10036 129.524 584 20160922
9 -0.02074 0.03914 -0.02426 0.02973 115.23525 585 20160922
9 -0.12872 -0.09708 -0.19489 0 351.573 596 20160922
9 -0.12907 -0.09292 -0.1959 0 351.677 597 20160922
9 0.11492 0.05835 0.05427 0.1245 127.34625 602 20160922
9 -0.18071 0.00599 -0.08223 -0.25458 660.51425 626 20160922
9 -0.10423 3e-04 0.01025 -0.02202 451.558 643 20160922
9 -0.03723 0.03801 -0.02892 0.01384 151.60425 652 20160922
9 0.13352 0.06288 0.1537 0.08426 384.4655 697 20160922
9 0 0 0 0.18668 422.333 714 20160922
10 -0.15216 -0.09874 -0.1884 0 350.5315 57 20160922
10 -0.00389 0.05365 -0.01205 0.0495 114.10375 72 20160922
10 0.03594 0.05175 0.01152 0.07028 100.53675 101 20160922
10 0.09426 0.03606 0.01745 0.12235 188.84275 107 20160922
10 -0.18077 0.00597 -0.08231 -0.25768 667.59125 121 20160922
10 -0.02325 0.02841 -0.02237 0.01717 98.281 133 20160922
10 0 0 0 0.20953 439.76175 146 20160922
10 0 -1 0 0 4400 157 20160922
10 0.1426 -0.1004 -0.2493 0 547.49 197 20160922
10 -0.11229 0.00635 -0.05633 0.31142 881.37325 201 20160922
10 -0.13749 0.01041 -0.06546 -0.23285 637.0815 216 20160922
10 0 -0.15741 -0.3489 0 547.06475 232 20160922
10 -0.07446 0.00047 -0.00777 0.04094 294.98825 250 20160922
10 0.23209 0.0014 0.11626 -0.14516 1428.664 254 20160922
10 -0.01857 0.04159 -0.02084 0.02999 115.29 270 20160922
10 -0.02258 0.03905 -0.02346 0.02573 117.333 286 20160922
10 -0.15192 -0.09347 -0.18985 0 350.66325 315 20160922
10 0.34658 0.00243 0.06663 0.00272 1201.99275 359 20160922
10 0.00945 -0.12639 -0.34946 0 546.84025 373 20160922
10 -0.03728 0.03799 -0.02898 0.01284 151.62875 388 20160922
10 0.115 0.05836 0.05437 0.12517 128.32975 390 20160922
10 -0.04913 -0.08054 -0.23806 0 379.9865 394 20160922
10 -0.00305 0.05699 -0.01186 0.05203 120.124 425 20160922
10 -0.17849 0.00863 -0.07736 -0.2583 676.67325 449 20160922
10 0.13419 -0.09925 -0.25636 0 546.51875 455 20160922
10 0 0 1 0 4302 512 20160922
10 0.13888 -0.09839 -0.25282 0 546.54025 515 20160922
10 0 -0.12857 -0.35648 0 546.78575 540 20160922
10 -0.02124 0.03982 -0.02238 0.02684 116.3245 546 20160922
10 0.06653 -0.13278 -0.30192 0 546.6805 576 20160922
10 0.1418 -0.10239 -0.24942 0 547.44025 591 20160922
10 0.32748 0.00311 0.10741 -0.05408 1284.42975 617 20160922
10 -0.10421 0.00031 0.01025 -0.02189 445.555 622 20160922
10 -0.02845 0.03985 -0.02773 0.02385 130.4 666 20160922
10 0.05012 -0.13906 -0.31345 0 546.5235 674 20160922
11 0.16731 -0.11218 -0.26852 0 606.1955 13 20160922
11 0.15003 -0.09341 -0.24431 0 545.66475 50 20160922
11 0 -0.13918 -0.39587 0 605.5205 75 20160922
11 0.34828 0.0027 0.06723 0.00687 1255.89575 115 20160922
11 -0.13234 0.01125 -0.06334 -0.22618 653.93575 124 20160922
11 0.32977 0.00354 0.10836 -0.05136 1342.3725 131 20160922
11 -0.10994 0.00672 -0.05536 0.28696 823.994 149 20160922
11 0.14351 -0.09437 -0.2493 0 545.64075 165 20160922
11 0.02094 -0.13405 -0.38039 0 605.64875 203 20160922
11 -0.33295 -0.00417 -0.10388 0.01061 1107.6305 225 20160922
11 -0.17739 0.00831 -0.07733 -0.25592 669.60575 278 20160922
11 0.23331 0.00169 0.11683 -0.15044 1441.80325 319 20160922
11 0 0 0 0.20047 420.98825 350 20160922
11 0.1295 0.05861 0.0587 0.13863 145.9995 353 20160922
11 -0.16186 0.00841 -0.07466 -0.23955 623.199 372 20160922
11 -0.15832 -0.09546 -0.18993 0 353.6135 378 20160922
11 0.05817 -0.13766 -0.3065 0 545.5585 383 20160922
11 0.15276 -0.09778 -0.24097 0 545.5555 416 20160922
11 0 -1 0 0 4400 448 20160922
11 0.1557 -0.11685 -0.27663 0 606.07875 460 20160922
11 -0.31738 -0.02024 -0.10877 -0.2912 933.774 470 20160922
11 0 -0.17673 -0.386 0 605.58175 472 20160922
11 -0.10382 4e-04 0.01041 -0.02204 450.561 491 20160922
11 -0.07437 0.00048 -0.00773 0.04378 306.9175 534 20160922
11 0 0 1 0 4384 549 20160922
11 -0.00945 0.04057 -0.0214 0.03936 105.03025 564 20160922
11 5e-05 0.04469 -0.01409 0.04633 100.959 701 20160922
12 -0.17722 0.00822 -0.07702 -0.25324 666.5365 41 20160922
12 -0.31695 -0.0205 -0.10795 -0.29265 984.80375 43 20160922
12 0.06978 0.03295 0.01092 0.09665 153.4075 44 20160922
12 0.01166 0.0599 -0.00579 0.06344 115.9115 47 20160922
12 0 0 0 0.20786 441.8035 51 20160922
12 -0.05196 -0.08547 -0.23856 0 382.86325 88 20160922
12 0.01839 -0.16426 -0.37442 0 605.8935 89 20160922
12 -0.07434 0.00046 -0.00769 0.04446 313.9 95 20160922
12 -0.00954 0.04063 -0.02158 0.03862 125.05025 112 20160922
12 0.13027 -0.11864 -0.2965 0 606.034 141 20160922
12 -0.12406 -0.08362 -0.22226 0 382.9095 166 20160922
12 0.10205 0.04935 0.04099 0.11795 140.285 188 20160922
12 0.13238 -0.12016 -0.2944 0 605.996 214 20160922
12 0.34818 0.0028 0.0669 0.00742 1226.8845 261 20160922
12 0.23295 0.00186 0.11626 -0.15222 1355.852 263 20160922
12 0 -0.09965 -0.22619 0 353.50875 303 20160922
12 0.13273 -0.11939 -0.29433 0 606.01525 304 20160922
12 0.12949 0.05861 0.05867 0.13885 166.994 332 20160922
12 0.12995 -0.12119 -0.29609 0 605.97025 365 20160922
12 -0.13481 -0.09943 -0.19485 0 353.51425 509 20160922
12 -0.10394 0.00045 0.01028 -0.02224 447.56725 567 20160922
12 -0.16175 0.00834 -0.07444 -0.23684 633.1295 589 20160922
12 0.13195 -0.11836 -0.29522 0 606.041 606 20160922
12 0 -0.09419 -0.24837 0 382.64525 613 20160922
12 0.32944 0.00373 0.10777 -0.0514 1292.37825 620 20160922
12 0 0 1 0 4386 625 20160922
12 0.00991 0.05635 -0.00634 0.06011 111.906 629 20160922
12 -0.33263 -0.00436 -0.10331 0.01003 1150.64025 650 20160922
12 0.07063 -0.00729 0.03589 0.21722 542.38725 669 20160922
12 -0.10986 0.00667 -0.0552 0.28985 829.9205 680 20160922
12 0 -1 0 0 4400 710 20160922
13 0.03967 -0.15524 -0.35189 0 595.119 8 20160922
13 0.0684 0.03336 0.01125 0.09636 152.425 12 20160922
13 0 -0.14292 -0.387 0 595.427 37 20160922
13 -0.13831 -0.09781 -0.19143 0 349.55475 49 20160922
13 0.2291 0.00151 0.11661 -0.15121 1375.818 76 20160922
13 -0.07291 0.00049 -0.00801 0.04418 316.90775 237 20160922
13 0.06995 -0.00749 0.03604 0.21727 532.381 271 20160922
13 -0.10888 0.00692 -0.05543 0.28724 821.992 287 20160922
13 0.01123 0.06056 -0.00569 0.06408 116.912 338 20160922
13 -0.15979 0.00869 -0.07483 -0.23892 621.19025 343 20160922
13 0.00951 0.05697 -0.00624 0.06074 112.90575 347 20160922
13 0.0624 -0.05239 -0.12715 0 267.69025 392 20160922
13 -0.32599 -0.00411 -0.10472 0.01247 1092.5855 399 20160922
13 0.32281 0.00346 0.10916 -0.053 1350.4115 400 20160922
13 -0.17484 0.00856 -0.07746 -0.25508 665.591 420 20160922
13 -0.31184 -0.02043 -0.10899 -0.28952 925.72725 458 20160922
13 0.06327 -0.0516 -0.12666 0 267.71 475 20160922
13 0.06166 -0.04988 -0.1284 0 267.753 479 20160922
13 0 0 0 0.20047 470.98825 484 20160922
13 0.06324 -0.04966 -0.1272 0 267.7585 500 20160922
13 0 -1 0 0 4400 504 20160922
13 0.12799 0.05905 0.05901 0.13821 224.021 527 20160922
13 0 -0.16864 -0.38024 0 594.784 569 20160922
13 -0.11375 0.00042 0.01107 -0.02387 450.60725 594 20160922
13 0 0 1 0 4125 612 20160922
13 0.06353 -0.05085 -0.12665 0 267.72875 653 20160922
13 -0.13986 -0.0932 -0.19228 0 349.67 684 20160922
13 0.34823 0.00262 0.06693 0.00684 1275.8945 707 20160922
14 0.22903 0.0015 0.11651 -0.15125 1364.81875 18 20160922
14 -0.10884 0.00693 -0.05537 0.28727 821.9915 26 20160922
14 0 -0.14766 -0.3857 0 595.3085 90 20160922
14 -0.11377 0.00042 0.01105 -0.02388 468.6075 102 20160922
14 -0.00037 0.04531 -0.01411 0.04622 100.97725 109 20160922
14 0.01953 -0.15969 -0.36685 0 595.00775 179 20160922
14 -0.13873 -0.09834 -0.21169 0 378.5415 222 20160922
14 0.12789 0.05903 0.05887 0.13815 147.022 224 20160922
14 0.11377 -0.00042 -0.01105 0.02388 350.3925 244 20160922
14 0.05403 -0.05334 -0.13358 0 267.6665 256 20160922
14 0.05394 -0.05335 -0.13364 0 267.66625 266 20160922
14 0.06992 -0.00749 0.036 0.21725 584.3815 272 20160922
14 0 -1 0 0 4400 288 20160922
14 -0.15973 0.0087 -0.07475 -0.23889 621.18975 290 20160922
14 -0.31182 -0.02042 -0.10894 -0.28951 1021.72725 301 20160922
14 0.05406 -0.0534 -0.13354 0 267.665 306 20160922
14 0.32275 0.00345 0.10906 -0.05304 1343.41225 320 20160922
14 0.01125 0.06056 -0.00566 0.06409 116.91175 417 20160922
14 -0.0729 0.00049 -0.008 0.04418 310.90775 429 20160922
14 0 -0.16609 -0.38086 0 594.84775 443 20160922
14 -0.1748 0.00857 -0.07739 -0.25505 665.5905 487 20160922
14 -0.13083 0.01156 -0.06347 -0.22593 643.93725 489 20160922
14 0.10065 0.04974 0.04122 0.11747 138.30675 550 20160922
14 0.34821 0.00262 0.06687 0.00683 1257.89475 570 20160922
14 0 0 0 0.20047 470.98825 601 20160922
14 -0.12816 -0.0966 -0.19404 0 349.585 616 20160922
14 -0.32594 -0.0041 -0.10463 0.0125 1100.585 687 20160922
14 0 0 1 0 4134 711 20160922
14 0.05408 -0.05348 -0.1335 0 267.663 716 20160922
14 -0.00985 0.04119 -0.02144 0.03927 107.048 717 20160922
15 -0.00906 -0.09852 -0.24318 0 380.537 4 20160922
15 -0.00532 0.04278 -0.01594 0.03955 101.08075 32 20160922
15 0.22905 0.00151 0.11679 -0.15296 1277.86175 40 20160922
15 0.06992 -0.00749 0.03608 0.21701 495.3875 64 20160922
15 -0.0729 0.00049 -0.00802 0.04485 317.891 82 20160922
15 0.00953 0.04491 -0.00621 0.06 115.62275 103 20160922
15 -0.13077 0.01153 -0.06357 -0.2229 637.86075 120 20160922
15 -0.31183 -0.02041 -0.10923 -0.29108 1064.76675 193 20160922
15 0.10066 0.04975 0.04133 0.11755 138.305 198 20160922
15 -0.10885 0.00692 -0.05549 0.29012 827.92 223 20160922
15 0 -1 0 0 4400 229 20160922
15 0.32277 0.00346 0.10933 -0.05305 1278.41275 267 20160922
15 0.23384 -0.00405 -0.18312 0.11581 739.0035 268 20160922
15 -0.10241 -0.09833 -0.22149 0 380.54175 311 20160922
15 -0.01677 0.04303 -0.02361 0.0336 120.23575 313 20160922
15 -0.15975 0.00868 -0.07492 -0.23623 615.12275 341 20160922
15 0 0 0 0.20786 508.8035 354 20160922
15 -0.01068 0.04058 -0.01919 0.03475 105.14575 427 20160922
15 -0.00985 0.0412 -0.02146 0.03856 107.066 494 20160922
15 0.1279 0.05905 0.05903 0.13838 145.01675 522 20160922
15 -0.00037 0.04531 -0.01412 0.04555 99.994 551 20160922
15 0 0 1 0 4133 595 20160922
15 -0.11377 0.00042 0.01108 -0.02407 470.61225 614 20160922
15 0.34822 0.00262 0.06704 0.00741 1213.88025 639 20160922
15 -0.17481 0.00855 -0.07757 -0.25245 660.525 673 20160922
15 0.11377 -0.00042 -0.01108 0.02407 348.38775 681 20160922
15 0.00953 0.05696 -0.00621 0.06 110.924 719 20160922
16 -0.00351 0.02129 -0.02071 0.03377 93.688 31 20160922
16 -0.00417 0.05042 -0.01744 0.05184 116.9645 65 20160922
16 0.01253 0.1704 0.07983 -0.07176 595.054 81 20160922
16 0.01368 0.18426 0.09012 -0.07259 635.42125 147 20160922
16 -0.0033 0.06091 -0.00817 0.05026 125.26625 182 20160922
16 -0.06261 0.00038 -0.01298 0.04806 284.808 231 20160922
16 0.11782 -0.16149 -0.08039 -0.17884 1240.43375 238 20160922
16 0 0 0 0.2038 493.905 299 20160922
16 -0.00392 0.0346 -0.01617 0.04902 114.6395 323 20160922
16 -0.00392 0.04665 -0.01617 0.04902 109.94075 337 20160922
16 0.07578 -0.19796 -0.06839 -0.26935 1348.78475 342 20160922
16 0 0 1 0 4265 363 20160922
16 -0.00325 0.05083 -0.01044 0.04498 108.14625 366 20160922
16 -0.03373 0.04339 0.0646 0.0167 460.66725 367 20160922
16 -0.07132 -0.27502 -0.15751 -0.43221 1331.92975 381 20160922
16 -0.00564 -0.05052 -0.05245 0.01478 126.3675 382 20160922
16 0 0 -1 0 3735 406 20160922
16 0 -1 0 0 4400 438 20160922
16 -0.00483 0.0242 -0.02686 0.04277 120.53575 452 20160922
16 0.01157 0.14669 0.06569 -0.08708 603.84425 453 20160922
16 -0.00267 0.03983 -0.00845 0.03686 84.07425 481 20160922
16 -0.00359 0.0462 -0.01401 0.04518 102.0255 486 20160922
16 -0.20171 -0.20255 -0.31388 -0.12641 383.0965 524 20160922
16 0.02234 0.1335 0.06815 0.4133 808.005 528 20160922
16 -0.00417 0.03837 -0.01744 0.05184 120.66325 532 20160922
16 -0.0586 -0.23983 -0.38426 -0.14407 860.606 554 20160922
16 -0.00589 -0.06749 -0.0605 0.00865 146.0965 678 20160922
16 -0.00728 -0.08107 -0.035 0.14298 495.39875 699 20160922
16 -1 0 0 0 4500 700 20160922
17 0 -1 0 0 4400 1 20160922
17 -0.20182 -0.20113 -0.31067 -0.12772 343.16475 9 20160922
17 -0.0055 -0.04687 -0.05004 0.01523 122.4475 10 20160922
17 0 0 1 0 4403 28 20160922
17 -1 0 0 0 4500 80 20160922
17 0.0331 -0.04349 -0.06458 -0.017 320.33775 83 20160922
17 -0.00566 -0.06394 -0.05754 0.00803 138.20075 122 20160922
17 -0.07075 -0.27476 -0.15731 -0.4252 1451.761 123 20160922
17 -0.00335 0.06062 -0.00868 0.05208 124.2135 140 20160922
17 0.01259 0.17053 0.0799 -0.07319 598.093 163 20160922
17 -0.00366 0.05054 -0.01275 0.04891 108.04075 262 20160922
17 0.11666 -0.16073 -0.07907 -0.18125 1280.513 279 20160922
17 0.01377 0.18471 0.09042 -0.07394 639.46625 326 20160922
17 0.01685 0.27795 0.1722 0.02519 1013.319 333 20160922
17 0.01013 -0.0681 0.01423 -0.04455 425.41125 356 20160922
17 0 0 -1 0 3597 371 20160922
17 -0.0044 0.03591 -0.01971 0.05381 128.5525 389 20160922
17 -0.00262 0.04032 -0.00801 0.03788 84.061 407 20160922
17 -0.00358 0.04628 -0.01394 0.04648 101.995 428 20160922
17 -0.00485 0.02419 -0.02685 0.04388 122.50775 446 20160922
17 -0.00408 0.03251 -0.01788 0.05063 120.547 451 20160922
17 -0.0044 0.04796 -0.01971 0.05381 124.85375 474 20160922
17 -0.00334 0.04828 -0.01179 0.04589 103.05975 482 20160922
17 -0.05676 -0.24032 -0.38531 -0.14664 770.658 488 20160922
17 0.01164 0.14735 0.06612 -0.08927 567.9155 513 20160922
17 0.0223 0.13369 0.06829 0.44014 865.33875 541 20160922
17 -0.0052 -0.0382 -0.04546 0.01727 116.61325 548 20160922
17 -0.00729 -0.0812 -0.03508 0.14742 576.2845 553 20160922
17 0 0 0 0.21314 493.6715 565 20160922
17 0.07518 -0.19745 -0.06773 -0.2699 1431.81125 600 20160922
17 -0.06248 0.00039 -0.01322 0.0453 250.87725 624 20160922
17 -0.00373 0.01683 -0.02337 0.03404 99.56975 689 20160922
18 -0.00339 0.05043 -0.01351 0.04359 112.171 7 20160922
18 -0.05603 -0.24034 -0.38029 -0.14706 716.668 11 20160922
18 -0.0025 0.04363 -0.00812 0.03552 94.20275 60 20160922
18 -0.00565 -0.05082 -0.05144 0.01453 124.36625 84 20160922
18 -0.00567 -0.06827 -0.05756 0.00729 147.111 94 20160922
18 0 0 1 0 3981 106 20160922
18 -0.00311 0.06508 -0.00801 0.04886 136.4055 148 20160922
18 -0.00695 -0.07999 -0.03466 0.14314 572.42175 174 20160922
18 -0.00386 0.05545 -0.01627 0.04952 125.14825 181 20160922
18 -0.00322 0.02426 -0.01916 0.03174 85.813 184 20160922
18 0 0 0 0.21136 480.716 235 20160922
18 0.01394 0.18712 0.09302 -0.07254 643.4915 245 20160922
18 -0.07176 -0.07311 -0.17898 0 302.17225 260 20160922
18 0.02049 0.13013 0.06619 0.41834 822.79475 276 20160922
18 0 -1 0 0 4400 293 20160922
18 0.01265 0.17375 0.08211 -0.07113 603.122 294 20160922
18 -0.00302 0.05574 -0.00941 0.0434 119.3085 300 20160922
18 -0.00475 0.02953 -0.02651 0.04177 115.694 325 20160922
18 -0.00274 0.06 -0.0059 0.04316 125.421 369 20160922
18 -0.0036 0.03979 -0.0149 0.04655 105.831 384 20160922
18 0.01076 0.14301 0.06355 -0.07169 521.3675 408 20160922
18 -1 0 0 0 4500 410 20160922
18 -0.00386 0.0434 -0.01627 0.04952 112.847 422 20160922
18 0.075 -0.19581 -0.07128 -0.26787 1451.8015 444 20160922
18 -0.00351 0.05541 -0.01249 0.04623 121.2295 478 20160922
18 0.01152 0.15 0.0675 -0.08635 569.90875 493 20160922
18 -0.00517 -0.04359 -0.04632 0.01409 112.558 573 20160922
18 0.01841 0.27424 0.17807 0.01735 998.42225 593 20160922
18 0.00874 -0.06208 0.00882 -0.03885 293.41925 610 20160922
18 -0.06349 1e-04 -0.01347 0.0447 284.885 651 20160922
18 -0.0036 0.05184 -0.0149 0.04655 116.13225 664 20160922
18 -0.07243 -0.27775 -0.16334 -0.42744 1401.74225 665 20160922
18 0.11727 -0.15867 -0.08109 -0.17894 1307.50675 668 20160922
18 -0.00308 0.05316 -0.01069 0.04278 115.2595 698 20160922
19 -0.00305 0.05508 -0.00998 0.04522 117.2465 22 20160922
19 -0.0025 0.04361 -0.00804 0.03697 93.166 24 20160922
19 0.01104 0.14603 0.06562 -0.07712 539.57875 70 20160922
19 -0.05602 -0.24031 -0.38012 -0.14896 463.71625 77 20160922
19 0.01094 0.14511 0.06504 -0.07565 534.519 86 20160922
19 -0.00385 0.04338 -0.01616 0.05143 116.79875 152 20160922
19 0 0 0 0.19673 450.08175 168 20160922
19 -0.00273 0.06 -0.00581 0.04501 123.37475 227 20160922
19 -0.06349 9e-05 -0.01346 0.04315 266.9235 233 20160922
19 -0.1382 -0.08197 -0.15876 0 297.95075 247 20160922
19 -0.14895 -0.07822 -0.15724 0 298.0445 255 20160922
19 0.075 -0.19583 -0.0714 -0.26726 1615.78575 264 20160922
19 0.0205 0.13014 0.0663 0.41104 807.9775 275 20160922
19 -0.07244 -0.27777 -0.16348 -0.42325 1583.637 291 20160922
19 0.01193 0.1562 0.07003 -0.09606 606.3065 329 20160922
19 -1 0 0 0 4500 330 20160922
19 -0.00385 0.05543 -0.01616 0.05143 123.1 349 20160922
19 0.01104 0.14603 0.06561 -0.07711 539.5785 352 20160922
19 0 -0.07912 -0.19169 0 298.022 358 20160922
19 0.01841 0.27425 0.17813 0.02245 835.295 379 20160922
19 -0.13471 -0.05954 -0.16547 0 297.5115 396 20160922
19 0.01395 0.18714 0.09313 -0.07459 647.54325 409 20160922
19 -0.08093 0.19218 0.07122 0.22974 831.061 415 20160922
19 0 -1 0 0 4400 454 20160922
19 0.00874 -0.06209 0.00878 -0.03978 458.44225 466 20160922
19 0 -0.0746 -0.19288 0 298.135 468 20160922
19 0.11726 -0.15868 -0.08119 -0.17967 1397.52475 502 20160922
19 0.01265 0.17376 0.08222 -0.07339 608.17875 526 20160922
19 -0.00359 0.05184 -0.01481 0.04837 115.08675 530 20160922
19 -0.00338 0.05043 -0.01342 0.0453 111.12825 535 20160922
19 -0.00565 -0.05082 -0.05142 0.01401 123.37925 561 20160922
19 -0.0031 0.06506 -0.00791 0.05093 134.35325 619 20160922
19 -0.00566 -0.06828 -0.05756 0.00632 145.135 628 20160922
19 -0.00474 0.02953 -0.02641 0.04307 118.6615 642 20160922
19 0 0 1 0 5123 647 20160922
19 0.11971 0.30272 0.19627 0.43875 676.59925 704 20160922
20 -0.07244 -0.27777 -0.16373 -0.42356 1483.64475 6 20160922
20 0.0205 0.13014 0.0664 0.40841 803.04325 20 20160922
20 0 0 0 0.1957 416.1075 46 20160922
20 -0.11873 -0.07569 -0.16476 0 298.10775 56 20160922
20 -0.0025 0.04361 -0.00804 0.03683 93.1695 59 20160922
20 0.075 -0.19583 -0.07162 -0.26732 1498.78725 87 20160922
20 -0.00385 0.05543 -0.01617 0.05125 123.1045 154 20160922
20 0 -1 0 0 4400 183 20160922
20 -0.00338 0.05043 -0.01342 0.04514 111.13225 199 20160922
20 -0.05602 -0.24031 -0.37956 -0.14882 577.71275 251 20160922
20 0.11726 -0.15868 -0.08134 -0.17963 1326.52375 310 20160922
20 -0.08093 0.19218 0.07143 0.2297 943.062 327 20160922
20 0.01077 0.14302 0.06375 -0.07425 526.43175 393 20160922
20 0.01152 0.14993 0.06769 -0.08932 575.98125 397 20160922
20 -0.0031 0.06506 -0.0079 0.05074 135.358 401 20160922
20 -0.00385 0.04338 -0.01617 0.05125 115.80325 457 20160922
20 -0.00305 0.05508 -0.00997 0.04505 117.25075 477 20160922
20 -0.03324 0.04348 0.06336 0.01762 469.6465 519 20160922
20 -0.00359 0.03979 -0.01481 0.0482 108.78975 521 20160922
20 -0.00566 -0.06828 -0.05769 0.00641 145.13275 563 20160922
20 -0.00359 0.05184 -0.01481 0.0482 115.091 575 20160922
20 -0.00565 -0.05082 -0.05151 0.01406 123.378 583 20160922
20 0.01265 0.17376 0.08237 -0.07329 607.17625 605 20160922
20 0.01395 0.18714 0.09329 -0.07451 647.54125 609 20160922
20 -0.06349 9e-05 -0.01345 0.04325 280.921 615 20160922
20 0 0 -1 0 2750 638 20160922
20 0 0 1 0 5250 641 20160922
20 -1 0 0 0 4500 672 20160922
20 -0.00322 0.02425 -0.01913 0.03268 87.78925 677 20160922
20 0.01841 0.27425 0.1784 0.02197 901.307 679 20160922
20 -0.11308 -0.07811 -0.16544 0 298.04725 692 20160922
20 -0.02122 -0.07538 -0.18755 0 298.1155 693 20160922
21 0.09309 -0.08758 -0.2315 0 461.8105 16 20160922
21 -0.00338 0.05043 -0.01342 0.04511 111.133 21 20160922
21 -0.00305 0.05508 -0.00997 0.04502 117.2515 30 20160922
21 0.11018 -0.08758 -0.21777 0 461.8105 39 20160922
21 0.1094 -0.08421 -0.21929 0 461.89475 48 20160922
21 0 0 1 0 4298 62 20160922
21 -0.33816 -0.18313 -0.33816 0 652.42175 69 20160922
21 0.01094 0.14511 0.06517 -0.07567 534.5195 117 20160922
21 0.01193 0.1562 0.07017 -0.09596 606.304 151 20160922
21 0 0 0 0.19665 417.08375 189 20160922
21 0.11113 -0.08422 -0.21789 0 461.8945 209 20160922
21 -0.31776 -0.11564 -0.22495 0 652.109 215 20160922
21 0 -0.12806 -0.29567 0 461.7985 230 20160922
21 -0.31333 -0.13178 -0.21789 0 651.7055 234 20160922
21 0.0205 0.13014 0.06642 0.41402 813.903 243 20160922
21 0.09246 -0.09556 -0.22992 0 461.611 248 20160922
21 -0.00531 -0.04027 -0.04647 0.01662 116.57775 280 20160922
21 -0.00566 -0.06828 -0.0577 0.00644 145.132 285 20160922
21 -0.0025 0.04362 -0.00804 0.0368 93.1705 307 20160922
21 0 0 0 -1 5000 316 20160922
21 -0.07244 -0.27777 -0.16376 -0.42357 1649.645 344 20160922
21 -0.08093 0.19218 0.07146 0.22973 769.06125 385 20160922
21 -0.06349 9e-05 -0.01345 0.04325 259.921 426 20160922
21 -0.06723 -0.05512 -0.16587 0 274.622 430 20160922
